id_persona,prestacion,tipotra,tipoben,beneficio
42572704204,1,2,4,234.1
26402204233,1,2,4,209.58
81948604232,1,2,4,199.64
21091404215,1,2,4,171.1
63756800204,1,2,4,733.15
08549200222,1,2,4,676.73
96551804219,1,2,4,367.56
76734400232,2,2,4,45.78
69026501223,1,2,4,171.2
42526100204,1,2,4,177.45
42390300204,1,2,4,203.71
76731002232,2,2,4,72.75
84923400219,1,2,4,126.78
21243500215,2,2,4,33.86
69601401229,1,2,4,220.56
63979001204,1,2,4,1453.82
46508002200,1,2,4,1336.27
36411801229,1,2,4,200.67
84599104232,1,2,4,334.71
43286203229,1,2,4,357.66
98259100232,1,2,4,243.06
42515500204,1,2,4,273.13
79761201208,1,2,4,574.43
24671201222,1,2,4,330.27
53830900209,1,2,4,158.56
86363101224,1,2,4,126.03
45389203200,1,2,4,263.46
89471500203,1,2,4,224.24
28246702221,1,2,4,215.63
45414103200,2,2,4,72.24
42545504204,1,2,4,205.63
99830700219,1,2,4,233.93
83104901232,2,2,4,104.08
95025301273,2,2,4,41.63
57349904227,1,2,4,113.31
40669601204,2,2,4,104.79
33130403210,1,2,4,288.99
85303904232,2,2,4,97.31999999999999
82260501232,1,2,4,206.32
26438200233,1,2,4,171.7
86514401224,1,2,4,381.29
64022701204,1,2,4,209.37
44144701229,1,2,4,395.34
86460904224,1,2,4,217.21
86092801224,1,2,4,288.78
49282204210,1,2,4,733.23
80355104232,1,2,4,161.38
58478401206,1,2,4,254.11
68155700229,1,2,4,141.22
83257701232,2,2,4,77.90000000000001
28114200221,1,2,4,172.54
82881803217,1,2,4,363.73
42661901204,1,2,4,172.9
24006501221,1,2,4,200.15
26933000221,1,2,4,526.0700000000001
79455301232,1,2,4,134.04
86363901224,1,2,4,294.83
42360700204,1,2,4,200.04
22655201208,1,2,4,378.98
86003704224,1,2,4,251.19
25431000222,1,2,4,665.62
43674200204,2,2,4,81.91
42390802204,1,2,4,197.24
91081504219,1,2,4,171.87
01329902210,1,2,4,120.65
25572201221,1,2,4,114.98
67917902223,2,2,4,52.53
82003404232,1,2,4,218.24
28786601221,1,2,4,224.61
25500200221,1,2,4,157.51
42523704204,1,2,4,182.09
65103002204,2,2,4,61.39
77094601232,2,2,4,74.23
24347500221,1,2,4,187.68
41014700204,1,2,4,159.05
59945404206,2,2,4,360.4
40879100204,1,2,4,396.37
85614001232,1,2,4,178.49
95538004232,1,2,4,155.51
59087200229,1,2,4,186.44
82608004232,1,2,4,240.78
79592804232,1,2,4,125.67
84914205232,1,2,4,201.56
83625303232,2,2,4,71.7
82717805232,1,2,4,474.16
01147907204,1,2,4,213.69
82868202232,1,2,4,826.51
08912803222,2,2,4,477.99
43085703271,2,2,4,191.2
76835100231,1,2,4,388.79
46809304223,1,2,4,467.29
95275700232,1,2,4,1108.81
85193003232,1,2,4,185.99
24436401221,1,2,4,132.96
78908604232,1,2,4,108.28
84942202232,1,2,4,482.98
78287684232,1,2,4,179.63
45368503200,1,2,4,1508.72
98102810232,1,2,4,136.54
78397702232,1,2,4,230.08
83089803232,1,2,4,142.37
25309102221,1,2,4,23.22
77624200232,1,2,4,189.17
80130705232,1,2,4,143.13
00291702210,1,2,4,246.45
18898900207,1,2,4,75.20999999999999
83904600232,1,2,4,51.48
08490202222,1,2,4,384.68
93526204232,1,2,4,759.18
06970702221,1,2,4,241.29
98354605232,1,2,4,151.65
95177902232,1,2,4,167.38
86116005232,1,2,4,152.97
78552503232,1,2,4,258.18
08818402222,1,2,4,666.67
95748701232,1,2,4,108.46
08803901222,1,2,4,288.52
20903005218,1,2,4,331.13
80096503232,1,2,4,292.08
77963603232,1,2,4,59.5
51280886210,1,2,4,172.89
40781803204,1,2,4,794.03
08473900222,1,2,4,101.03
84874502232,1,2,4,403.72
78152504232,1,2,4,167.33
08760400222,1,2,4,621.18
18308600208,1,2,4,740.6900000000001
10353703232,1,2,4,164.43
01644604204,1,2,4,330.57
78172600232,1,2,4,122.39
42501301204,1,2,4,170.63
01656700204,1,2,4,102.77
95941002232,1,2,4,301.49
47430103210,1,2,4,201.7
91559601219,1,2,4,201.72
25584501221,1,2,4,1650.06
78147301232,1,2,4,262.02
08953504222,1,2,4,666.03
42648202204,1,2,4,1758.85
85014505232,2,2,4,11.57
08882903222,1,2,4,519.98
08636900222,1,2,4,1189.75
95311900232,1,2,4,216.32
76551902232,1,2,4,145.59
25398801221,1,2,4,179.33
01619105204,1,2,4,149.01
79663605232,1,2,4,53.59
79623100232,1,2,4,196.17
08414905229,1,2,4,238.6
95742202232,1,2,4,220.39
42617202200,1,2,4,276.28
64983803230,1,2,4,212.37
40624102204,1,2,4,142.89
36517402202,1,2,4,146.54
56505800206,1,2,4,150.94
01363102204,1,2,4,251.96
78552402232,1,2,4,757.3200000000001
25588300221,1,2,4,415.66
56394103227,1,2,4,72.91
81696800232,1,2,4,147.18
99277300208,1,2,4,316.09
95284100232,1,2,4,54.47
65012303208,1,2,4,225.07
98826302232,1,2,4,246.46
77425003232,1,2,4,219.02
97709804232,1,2,4,98.63
57509504230,1,2,4,270.52
80808601232,1,2,4,252.28
99213100232,1,2,4,113.27
86062302232,1,2,4,176.61
76381803232,1,2,4,163.48
08524902222,1,2,4,773.74
78760400232,2,2,4,84.06
56002404227,1,2,4,72.90000000000001
81243700232,2,2,4,51.69
83487400232,1,2,4,202.2
67047801220,1,2,4,46.8
94898303232,2,2,4,38.91
10461005240,2,2,4,329.55
95721902232,1,2,4,232.14
83562905232,2,2,4,106.64
67942003202,1,2,4,45.34
78896200232,1,2,4,124.47
80139303232,1,2,4,191.07
78947504232,1,2,4,96.92
82832902232,1,2,4,558.68
82740505232,2,2,4,41.15
85597184232,1,2,4,151.71
80869304232,1,2,4,1262.23
86001505232,1,2,4,189.38
90650102219,1,2,4,581.4400000000001
26535204233,1,2,4,301.01
08664802222,1,2,4,1215.95
25653705221,1,2,4,58.53
97928703232,1,2,4,348.69
97919802232,1,2,4,242.41
43841000221,1,2,4,386.02
85021203232,1,2,4,330.31
80141604232,1,2,4,85.86
86552005232,1,2,4,145.22
25915903221,1,2,4,303.66
82115000232,2,2,4,248.13
81488504232,1,2,4,922.35
08538800222,1,2,4,482.97
18041705218,1,2,4,131.01
86926902232,1,2,4,1000.56
55033600206,1,2,4,189.47
93114802217,1,2,4,230.08
09049600222,1,2,4,604.47
87577602232,1,2,4,267.59
23085888100,2,2,4,734.86
74362705204,1,2,4,409.18
85247001232,1,2,4,69.17
32222302210,1,2,4,598.03
09025002222,1,2,4,669.75
78992904232,1,2,4,152.59
85596601232,1,2,4,198.44
68158500219,1,2,4,173.18
33554805229,1,2,4,415.92
41503805204,1,2,4,69.17
70568403229,1,2,4,326.12
13912700232,1,2,4,929.5
67105100200,1,2,4,196.69
68267905219,1,2,4,142.9
81517506232,1,2,4,96.05
63950900209,1,2,4,791.47
08419301222,1,2,4,377.04
80265500232,1,2,4,232.46
40607302221,1,2,4,142.89
08910100207,1,2,4,439.71
57364604230,1,2,4,65.8
05994501204,1,2,4,435.51
20706003223,1,2,4,52.79
78926004232,1,2,4,204.66
80034902232,1,2,4,173.5
78560000232,1,2,4,114.76
80588700216,1,2,4,259.5
77151402232,1,2,4,101.71
78903801232,1,2,4,112.54
77149400232,1,2,4,57.46
43261602206,1,2,4,237.91
07707706221,1,2,4,386.49
45401402200,1,2,4,507.23
41469105204,1,2,4,312.58
77139502232,1,2,4,155.24
82387403232,1,2,4,89.17
95762601232,1,2,4,163.73
80501702232,1,2,4,298.49
00618204204,1,2,4,106.01
79655401232,1,2,4,1332.39
64035903204,1,2,4,2155.29
86020702232,1,2,4,309.69
08369604222,1,2,4,764.78
83866802232,1,2,4,1988.94
81826302232,1,2,4,187.3
79618502232,1,2,4,246.69
86123105232,1,2,4,178.41
79625503232,1,2,4,280.73
81538500232,1,2,4,159.06
76625802232,1,2,4,873.74
67178205229,1,2,4,1074.7
08451202229,1,2,4,83.62000000000001
84924700232,1,2,4,178.3
08370001222,2,2,4,133.93
81996903232,1,2,4,277.04
88897403217,2,2,4,92.48
95734204232,1,2,4,269.07
56324800227,1,2,4,232.29
08708003222,1,2,4,528.74
97714503232,1,2,4,221.28
80322903232,1,2,4,234.38
78896302232,1,2,4,279.03
08375501222,1,2,4,393.38
24208800229,1,2,4,177.95
08603301222,1,2,4,888.74
81442002232,1,2,4,231.36
85503700232,1,2,4,289.97
83088504232,1,2,4,931.9400000000001
63958701204,1,2,4,157.97
79001700232,1,2,4,1215.4
81085300232,1,2,4,111.92
95737603232,1,2,4,209.47
83137800232,1,2,4,200.97
78910903232,1,2,4,769.59
58706601206,2,2,4,185.22
73637203232,1,2,4,276.75
55667405210,1,2,4,159.87
62823403204,1,2,4,450.43
01694503204,1,2,4,142.84
81756805232,1,2,4,37.21
89907202232,1,2,4,186.88
41487701200,1,2,4,513.85
41167303204,1,2,4,503.6
27050105221,1,2,4,102.3
05557703204,1,2,4,100.38
73624400232,1,2,4,105.61
95322502232,1,2,4,76.52
89391105232,1,2,4,128.76
97707705232,1,2,4,110.13
78908705232,1,2,4,197.83
42110800221,1,2,4,590.93
08934502222,1,2,4,541.87
65301003204,1,2,4,449.08
44539205216,1,2,4,78
95729002232,1,2,4,407.84
78885004232,1,2,4,217.19
63127603204,1,2,4,1285.65
97981504232,1,2,4,1069.67
24043903221,1,2,4,293.62
82025400232,1,2,4,90.2
86836002232,1,2,4,378.62
80657502232,1,2,4,502.26
00551502204,1,2,4,170.23
71344702223,1,2,4,259.21
98675705207,2,2,4,46.55
80499003232,1,2,4,49.89
030299903100,1,2,4,187.93
95829301232,1,2,4,290.2
86407403232,2,2,4,42.23
77541905232,1,2,4,132
86539200232,1,2,4,170.95
78177305232,1,2,4,112.25
78812004232,2,2,4,47.53
18789105222,1,2,4,344.05
40210504210,1,2,4,52.79
97474400232,1,2,4,556.47
73943405232,1,2,4,182.02
76456104232,1,2,4,54.47
78933102232,1,2,4,765.99
82521201232,1,2,4,102.52
77955400232,1,2,4,516.65
77882102232,1,2,4,148.84
69426202225,1,2,4,112.55
25337404222,1,2,4,329.85
25152700221,1,2,4,52.79
78914884232,1,2,4,129.43
77537884232,1,2,4,150.37
80411802232,1,2,4,322.38
25159303221,1,2,4,57.21
80326703232,1,2,4,87.74
80082604232,1,2,4,100.54
45452703200,1,2,4,634.73
79563903232,1,2,4,277.52
86644101232,1,2,4,113.18
78961405232,1,2,4,200.55
78168705232,1,2,4,109.41
78863700232,1,2,4,135.96
73628705232,1,2,4,116.7
45731905229,1,2,4,346.32
09031202222,1,2,4,564.23
80835203232,1,2,4,131.69
92988901219,1,2,4,1096.4
24421404221,1,2,4,780.18
78924900232,1,2,4,72.68000000000001
79265002232,2,2,4,76.94
78663103232,1,2,4,259.23
08577802222,2,2,4,206.84
95939505232,1,2,4,42.01
95471504232,1,2,4,126.34
24356401221,2,2,4,170.93
64886700204,1,2,4,834.78
85174954232,1,2,4,201.79
78171803232,1,2,4,203.66
80959600232,2,2,4,151.34
97055205217,1,2,4,293.63
08643902222,1,2,4,479.42
45589100200,1,2,4,529.85
08411101222,1,2,4,1080.09
95221303232,1,2,4,276.69
81100384232,1,2,4,155.53
86303400232,1,2,4,229.25
82622105232,2,2,4,48.09
79310701232,1,2,4,261.68
97909302232,1,2,4,69.97
83768602232,2,2,4,119.35
78944701232,1,2,4,74.04000000000001
64057904205,1,2,4,247.22
08735904222,1,2,4,1246.54
08907204222,2,2,4,416.87
86547300232,1,2,4,129.18
26543084229,1,2,4,228.12
83679403232,2,2,4,41.32
19704401218,2,2,4,282.32
83006604232,1,2,4,134.44
08694604222,1,2,4,552.38
65286401225,1,2,4,452.88
94942802232,1,2,4,224.32
85249500232,1,2,4,52.86
80048002232,1,2,4,285.83
80486413232,1,2,4,102.92
78287902232,1,2,4,49.75
54648001207,1,2,4,439.08
64947205230,1,2,4,69.17
40284100204,1,2,4,231.43
83205400232,1,2,4,142.89
83425702232,1,2,4,142.89
78940200232,1,2,4,325.66
83217202232,2,2,4,121.05
08721002222,1,2,4,112.54
78374800232,1,2,4,87.26000000000001
77211204232,2,2,4,548.33
56023502227,1,2,4,139.79
78547700232,1,2,4,105.47
64881503230,1,2,4,29.48
80080404232,1,2,4,52.86
97940800232,1,2,4,103.22
85619803232,2,2,4,93.27
92146500226,1,2,4,168.84
99217602232,1,2,4,110.67
63904603204,1,2,4,1610.09
42321803204,1,2,4,271.19
78153103232,1,2,4,135.76
78888203232,1,2,4,128.57
83128701232,1,2,4,223.67
27589501207,1,2,4,61.25
96723184206,1,2,4,133.95
63922802204,1,2,4,183.56
67881901229,1,2,4,57.82
78966403232,1,2,4,96.84
48272700200,1,2,4,733.22
08919202222,1,2,4,361.14
73600400232,1,2,4,241.39
72383400206,2,2,4,84.7
89118705220,1,2,4,321.82
85042288217,1,2,4,234.68
25435005221,1,2,4,259.68
70314201220,1,2,4,177.13
40871801200,1,2,4,23.42
78659188232,1,2,4,83.94
32968300210,1,2,4,99.31
85981103232,1,2,4,104.03
80831900232,2,2,4,555.35
05419607204,1,2,4,371.32
83775702232,1,2,4,19.28
78179705232,1,2,4,166.8
64367602204,1,2,4,230.04
86492703232,1,2,4,53.59
99209402232,1,2,4,108.92
80325500232,1,2,4,209.16
84100101232,1,2,4,184.44
76408402232,1,2,4,66.75
95888500232,1,2,4,106.56
40264403204,1,2,4,842.4500000000001
83408403232,2,2,4,112.54
62359105204,1,2,4,208.25
83719202232,2,2,4,89.41
81221102232,1,2,4,130.18
82158200232,2,2,4,90.14
95468202232,1,2,4,96.7
86756503232,1,2,4,119.24
08698000222,1,2,4,61.24
42351103204,1,2,4,137.74
59464902225,1,2,4,223.16
04174502240,2,2,4,308.54
20093002210,2,2,4,308.54
06625901204,1,2,4,215.8
78895801232,1,2,4,148.46
40468702220,1,2,4,194.01
77032805232,2,2,4,102.35
60549405270,2,2,4,40.94
03340084220,1,2,4,24.86
95186300232,1,2,4,444.6
00540901204,2,2,4,303.14
76908503232,1,2,4,83.61
25723690221,1,2,4,67.09999999999999
81448703232,1,2,4,49.75
79876202232,1,2,4,94.99
76936002232,1,2,4,93.44
78948101232,1,2,4,142.89
40513402204,1,2,4,246.16
63754403204,1,2,4,823.92
55404502210,2,2,4,247.28
78349602232,1,2,4,157.48
81522302232,2,2,4,111.39
78919300232,1,2,4,195
86544905232,1,2,4,175.21
78172405232,1,2,4,113.85
49116384210,2,2,4,143.68
95595805232,2,2,4,38.39
79009003232,1,2,4,516.08
82335001232,1,2,4,101.97
07541700220,1,2,4,195.45
62622804204,1,2,4,208.69
40828103204,1,2,4,375.42
98834000232,1,2,4,263.35
08381501220,1,2,4,95.77
76676600232,1,2,4,53.59
83603801232,1,2,4,183.89
39069102206,1,2,4,275.36
76518403232,1,2,4,87.48
77003304232,1,2,4,82.20999999999999
78928301232,1,2,4,226.99
40085704204,1,2,4,240.56
27799501221,1,2,4,172.76
78798703232,1,2,4,64.59999999999999
24901604221,1,2,4,98.90000000000001
80299100232,1,2,4,54.08
97973003232,2,2,4,32.78
82327905232,1,2,4,138.86
80118200232,1,2,4,130.07
15154805227,2,2,4,71.45999999999999
16872605273,2,2,4,28.58
83225804232,2,2,4,29.16
25441603222,1,2,4,52.79
36658805229,1,2,4,199.52
95266300232,1,2,4,131.29
63556104204,2,2,4,286.13
77921304232,1,2,4,338.93
80824102232,1,2,4,170.62
24001700221,1,2,4,103.62
78550302232,1,2,4,47.18
52184102225,1,2,4,52.79
98284403232,1,2,4,157.91
78179201232,1,2,4,187.47
68040784220,1,2,4,144.7
03571405210,1,2,4,108.95
78910702232,1,2,4,91.92
83554002232,1,2,4,157.2
08716900222,2,2,4,181.87
67788601220,1,2,4,110.66
80410801232,1,2,4,73.93000000000001
78969600232,1,2,4,247.06
26831201221,1,2,4,160.72
95363901232,1,2,4,208.36
96723901219,1,2,4,2.25
85984600232,1,2,4,71.78
82055900219,1,2,4,476.1
37089504229,1,2,4,344.14
45318001200,1,2,4,52.04
42502902204,1,2,4,225.07
18587605208,1,2,4,61.99
85286500217,1,2,4,101.38
14960900206,1,2,4,106.96
17315205218,1,2,4,101.1
06530960221,1,2,4,133.99
49214000225,1,2,4,102.23
67022402220,1,2,4,106.67
47988900225,1,2,4,38.4
62984802204,1,2,4,3.91
25647200221,1,2,4,325.96
08758002222,1,2,4,139
81526760232,1,2,4,136.32
04167202207,1,2,4,238.44
08429283222,1,2,4,256.9
00548301204,1,2,4,54.7
86117104224,1,2,4,152.62
33097802229,1,2,4,301.4
24292100221,2,2,4,2.95
89232502220,1,2,4,192.88
50761204229,1,2,4,157.2
42124300204,1,2,4,140.15
86461600232,1,2,4,228.2
42799300204,1,2,4,126.03
42643700204,1,2,4,115.05
45283402200,1,2,4,250.04
56464701230,2,2,4,131.98
62137600204,2,2,4,80.31
41624101204,1,2,4,212.53
24872804221,1,2,4,286.67
84516302219,1,2,4,137.97
86035603224,1,2,4,147.06
62523700204,1,2,4,84.67
55406600220,1,2,4,83.72
55374701220,1,2,4,86.75
25766400221,1,2,4,3182.33
08458403222,1,2,4,219.91
74575703204,1,2,4,40.5
17670904209,1,2,4,4.88
42327605204,1,2,4,109.99
87836405209,1,2,4,90.89
67346602229,1,2,4,181.16
41018100204,1,2,4,106.38
84453300232,1,2,4,142.66
05575902204,1,2,4,111.73
78969802232,1,2,4,19.75
38518203229,1,2,4,87.12000000000001
86494601232,1,2,4,70.2
77448401232,1,2,4,236.99
34225503229,1,2,4,147.67
26852500221,1,2,4,24.17
86370903232,1,2,4,250.92
89082804219,1,2,4,101.2
94955602232,1,2,4,117.08
78691800232,1,2,4,166.34
78886100232,1,2,4,266.19
40088400204,1,2,4,103.24
48776803229,1,2,4,450.67
06408402204,1,2,4,87.33
96420901208,1,2,4,97.34999999999999
83401004232,1,2,4,72.19
54193704232,1,2,4,123.32
40904301204,1,2,4,122.51
25319302221,1,2,4,4.71
95746602232,1,2,4,50.85
57471501230,1,2,4,198.03
26725004222,1,2,4,23.42
78156000232,1,2,4,189.73
94971701232,1,2,4,139.95
07466602221,1,2,4,131.05
97826103232,1,2,4,181.23
95395403232,1,2,4,220.4
85771901232,1,2,4,326.48
24619700221,1,2,4,50.3
95364401232,1,2,4,86.76000000000001
83354784219,1,2,4,118.36
09349202222,1,2,4,285.47
85567602217,1,2,4,39.58
84954202232,1,2,4,305.53
28818301208,1,2,4,54.33
78888603232,1,2,4,451.96
78466502232,1,2,4,203.47
97984503232,1,2,4,8.19
85036101232,1,2,4,31.48
81307203232,1,2,4,149.65
81486104232,1,2,4,168.18
66561004207,1,2,4,268.12
41437301204,1,2,4,41.04
95290502232,1,2,4,416.96
24307805221,1,2,4,118.51
78174002232,1,2,4,28.36
81024100232,1,2,4,223.92
01136603204,1,2,4,174.65
24447200221,1,2,4,446.16
42894200225,1,2,4,15.57
24201900221,1,2,4,5.11
24121103222,1,2,4,11.66
26005604222,1,2,4,29.79
44792505221,1,2,4,52.24
63827601204,1,2,4,177.7
98286601232,1,2,4,294.25
85604102232,1,2,4,674.26
14256186210,1,2,5,61.82
82090588207,1,2,5,212.93
78189300207,1,2,5,149.84
83113000208,1,2,5,206.47
82424900207,1,2,5,251.07
78286300208,2,2,5,60.59
778920 00208,2,2,5,24.23
39189000207,1,2,5,161.02
76752301208,1,2,5,583.33
42320701216,1,2,5,55.28
23784001205,1,2,5,583.33
14926301210,1,2,5,241.69
