"Municipalidad","PIA","PIM","Certificación","Compromiso Anual","Atención de Compromiso Mensual","Devengado","Girado","avance","periodo","PROVINCIA"
"MUNICIPALIDAD DISTRITAL DE HUAMPARA",412024,809872,398078,395750,395750,395750,394738,48.9,2017,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE HUANCAYA",628543,1639039,1266525,1266525,1266525,1266525,1266525,77.3,2017,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE HUANGASCAR",496748,768739,741032,741032,741032,741032,741032,96.4,2017,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE HUANTAN",667831,2410969,1702568,1702568,1702568,1701171,1701171,70.6,2017,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE HUAÑEC",454592,1481158,686808,686508,686508,682868,682868,46.1,2017,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE LARAOS",938022,3411626,2342632,2083943,2039044,2034658,2034658,59.6,2017,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE LINCHA",563745,1657743,1621127,1619028,1607952,1605672,1590672,96.9,2017,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE MADEAN",536959,1246855,1128549,1122278,1122098,1119567,1116195,89.8,2017,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE OMAS",474870,1659812,1397734,1397734,1397734,1397734,1397734,84.2,2017,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE PUTINZA",489258,801709,779059,779059,779059,779059,777663,97.2,2017,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE QUINCHES",542457,919974,809516,809516,813516,809988,809988,88,2017,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE QUINOCAY",484260,1026881,967757,934808,910214,909824,909824,88.6,2017,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE SAN JOAQUIN",424385,746046,610197,609755,609755,599555,599555,80.4,2017,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE PILAS",445987,744130,639778,626416,622432,621972,619210,83.6,2017,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE TANTA",654760,2040185,1881797,1616195,1616151,1586001,1585101,77.7,2017,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE TAURIPAMPA",487373,1453040,1207239,1032749,1032749,1032097,1029422,71,2017,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE TOMAS",868087,6735231,3432678,3128281,3128281,3128281,3127248,46.4,2017,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE TUPE",531883,3509374,3458768,1899023,1895821,1882421,1874279,53.6,2017,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE VIÑAC",779226,1440711,1367203,1367203,1367203,1367203,1364703,94.9,2017,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE VITIS",510437,1014571,730793,707005,707005,689985,689985,68,2017,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD METROPOLITANA DE LIMA",1351324143,1908219166,1722350796,1620384142,1620383329,1499104563,1441352395,78.6,2016,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE ANCON",13742537,29679185,28044307,17255053,17241163,17239743,17228662,58.1,2016,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE ATE - VITARTE",159210967,259955380,243343727,195900396,194650935,185270042,183654954,71.3,2016,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE BARRANCO",26423139,32510548,30257985,27229459,26214725,23944239,18388156,73.7,2016,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE BREÑA",24248266,49759374,35890706,26383065,25382349,25382349,25382349,51,2016,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE CARABAYLLO",60801703,79149190,77732885,75116816,70454911,68760911,68388051,86.9,2016,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE CHACLACAYO",17051658,20483273,18876297,16506013,16209642,16208824,16189239,79.1,2016,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE CHORRILLOS",97433080,110930256,98583637,93879829,87464525,87008819,86964631,78.4,2016,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE CIENEGUILLA",18941592,28877412,25550314,24888769,24648102,24168569,23039586,83.7,2016,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE COMAS",87768535,105655842,94071525,89642304,89457508,89454876,89433701,84.7,2016,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE EL AGUSTINO",40101782,82647708,74158730,43116576,42249693,39597823,39333451,47.9,2016,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE INDEPENDENCIA",43549994,51692853,49809687,47625107,44594249,44385716,44383554,85.9,2016,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE JESUS MARIA",58136236,69392923,66680958,59279578,59279578,59268100,59267364,85.4,2016,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE LA MOLINA",115054493,155263349,151723213,132100656,132100646,132100646,132085076,85.1,2016,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE LA VICTORIA",88325772,118176331,113838394,87331553,85067107,83714700,83218546,70.8,2016,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE LINCE",30491977,41222444,35610075,34937061,34630157,34257520,34165318,83.1,2016,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE LOS OLIVOS",83024420,118833538,110241472,101815885,101014892,85632109,84899428,72.1,2016,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE LURIGANCHO (CHOSICA)",80556029,89918987,82850598,79437917,79427295,79426873,79395301,88.3,2016,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE LURIN",47661145,65616904,58786900,55959710,52006454,51480925,51480369,78.5,2016,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE MAGDALENA DEL MAR",38711678,39395532,39211655,38968052,37700361,37207536,31788223,94.4,2016,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE",38960893,48084558,40796385,38070298,36776409,36230799,36075991,75.3,2016,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE MIRAFLORES",185308148,197758827,187955520,183326775,183318125,183318125,183287551,92.7,2016,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE MIRAFLORES",185308148,197758827,187955520,183326775,183318125,183318125,183287551,92.7,2016,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE PACHACAMAC",39800970,72353690,62981230,52747430,52701185,52193791,52064529,72.1,2016,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE PUCUSANA",9371289,13428196,12669456,10208536,10072891,10072860,10066534,75,2016,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE PUENTE PIEDRA",73607428,125280270,117603113,91086249,91086249,91076850,90832456,72.7,2016,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE PUNTA HERMOSA",11485421,16943847,15071678,15046279,15046193,15025736,14997166,88.7,2016,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE PUNTA NEGRA",7272336,9586423,8476590,8316169,7960373,7661444,7515713,79.9,2016,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE RIMAC",29633251,55060798,50950865,44923950,44695561,44665346,44501207,81.1,2016,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE SAN BARTOLO",9737003,12736992,9599112,9598705,8913571,8642773,8587004,67.9,2016,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE SAN BORJA",89383010,124971968,118889964,115203689,114960983,108351281,108344624,86.7,2016,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE SAN ISIDRO",182832448,238776481,224778985,211698750,208562460,208487935,208486233,87.3,2016,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE SAN JUAN DE LURIGANCHO",128250053,228024979,215843384,187325927,185150963,184394100,183999875,80.9,2016,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE SAN JUAN DE MIRAFLORES",66107918,108277883,102638900,97260428,90443416,88102812,88027610,81.4,2016,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE SAN LUIS",22057067,48048571,46800477,26284769,25442362,21291238,21287299,44.3,2016,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE SAN LUIS",22057067,48048571,46800477,26284769,25442362,21291238,21287299,44.3,2016,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE SAN MARTIN DE PORRES",110706734,135340928,126311011,117621556,117519029,117481910,117380509,86.8,2016,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE SAN MIGUEL",81272886,85947911,81177098,68784264,67636117,67636117,67438359,78.7,2016,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE SANTA ANITA",40902270,106593353,99839575,69433298,68295716,68292694,68260829,64.1,2016,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE SANTA MARIA DEL MAR",4656178,6696815,5907454,5680986,5655539,5527845,4879111,82.5,2016,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE SANTA ROSA",5626484,8284245,7664135,6984124,6982624,6982624,6975942,84.3,2016,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE SANTIAGO DE SURCO",228492834,265395153,248700980,225920842,225721339,217570795,217512498,82,2016,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE SURQUILLO",42198509,43145106,40218607,38235915,37740900,35510399,35261476,82.3,2016,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE VILLA EL SALVADOR",72541137,123584245,118669698,103099521,101322296,101135607,101070840,81.8,2016,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE VILLA MARIA DEL TRIUNFO",59756139,103871039,101150750,80742436,80649764,80647795,80569875,77.6,2016,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD PROVINCIAL DE BARRANCA",24277092,30952152,29337384,28238423,28237699,28191668,28013856,91.1,2016,"MUNICIPALIDAD PROVINCIAL DE BARRANCA"
"MUNICIPALIDAD DISTRITAL DE PARAMONGA",6008863,12294333,8552495,7397448,7397058,7378895,7375226,60,2016,"MUNICIPALIDAD PROVINCIAL DE BARRANCA"
"MUNICIPALIDAD DISTRITAL DE PATIVILCA",4726511,9665523,7134024,5874423,5874213,5870633,5851871,60.7,2016,"MUNICIPALIDAD PROVINCIAL DE BARRANCA"
"MUNICIPALIDAD DISTRITAL DE SUPE",6291932,8880553,7286880,6647862,6647862,6647861,6642729,74.9,2016,"MUNICIPALIDAD PROVINCIAL DE BARRANCA"
"MUNICIPALIDAD DISTRITAL DE SUPE PUERTO",3267503,4922358,3600833,3344764,3314887,3253985,3142323,66.1,2016,"MUNICIPALIDAD PROVINCIAL DE BARRANCA"
"MUNICIPALIDAD PROVINCIAL DE CAJATAMBO",1711451,2999430,2662357,2479693,2479693,2467053,2467053,82.3,2016,"150301-301299: MUNICIPALIDAD PROVINCIAL DE CAJATAMBO"
"MUNICIPALIDAD DISTRITAL DE COPA",643412,1569534,1173991,1173757,1170508,1167473,1167472,74.4,2016,"150301-301299: MUNICIPALIDAD PROVINCIAL DE CAJATAMBO"
"MUNICIPALIDAD DISTRITAL DE GORGOR",962683,1241476,1133518,1133235,1133235,1133235,1132534,91.3,2016,"150301-301299: MUNICIPALIDAD PROVINCIAL DE CAJATAMBO"
"MUNICIPALIDAD DISTRITAL DE HUANCAPON",564793,739430,712915,712915,712915,712915,712835,96.4,2016,"150301-301299: MUNICIPALIDAD PROVINCIAL DE CAJATAMBO"
"MUNICIPALIDAD DISTRITAL DE MANAS",987741,4346917,3647580,3611080,3611028,3606934,3549185,83,2016,"150301-301299: MUNICIPALIDAD PROVINCIAL DE CAJATAMBO"
"MUNICIPALIDAD PROVINCIAL DE CANTA",2587786,4160614,3291444,3276265,3276265,3276265,3261892,78.7,2016,"150401-301304: MUNICIPALIDAD PROVINCIAL DE CANTA"
"MUNICIPALIDAD DISTRITAL DE ARAHUAY",488000,1091289,901250,901250,901250,896050,896050,82.1,2016,"150401-301304: MUNICIPALIDAD PROVINCIAL DE CANTA"
"MUNICIPALIDAD DISTRITAL DE HUAMANTANGA",601728,9366275,9232697,9106211,9106211,9106211,9104441,97.2,2016,"150401-301304: MUNICIPALIDAD PROVINCIAL DE CANTA"
"MUNICIPALIDAD DISTRITAL DE HUAROS",676749,1033955,789394,644374,644374,644374,643760,62.3,2016,"150401-301304: MUNICIPALIDAD PROVINCIAL DE CANTA"
"MUNICIPALIDAD DISTRITAL DE LACHAQUI",530000,4112222,4062779,2731283,2731283,2714783,2714735,66,2016,"150401-301304: MUNICIPALIDAD PROVINCIAL DE CANTA"
"MUNICIPALIDAD DISTRITAL DE SAN BUENAVENTURA",484000,920923,603035,603035,602591,602591,602512,65.4,2016,"150401-301304: MUNICIPALIDAD PROVINCIAL DE CANTA"
"MUNICIPALIDAD DISTRITAL DE SANTA ROSA DE QUIVES",2965302,6781279,6151469,5749723,5715134,5715134,5711573,84.3,2016,"150401-301304: MUNICIPALIDAD PROVINCIAL DE CANTA"
"MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE",54829958,85015737,74495034,69593977,69405309,62638259,62586567,73.7,2016,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE ASIA",20739371,32087440,22656682,18465293,18415550,18388892,18388892,57.3,2016,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE CALANGO",1317077,2368398,2141794,2090593,2066339,2066339,2066273,87.2,2016,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE CERRO AZUL",5933395,8972178,7532635,6729506,6604671,6421126,6373306,71.6,2016,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE CHILCA",10124695,19926284,15811855,15421467,15376761,15355450,15346714,77.1,2016,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE COAYLLO",1883543,4830883,4598232,2816968,2759862,2757362,2752717,57.1,2016,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE IMPERIAL",9867018,15718233,13173816,12438442,12437869,12396496,12376976,78.9,2016,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE LUNAHUANA",2010807,6096224,3552573,3545743,3545743,3494226,3494226,57.3,2016,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE MALA",12669880,20716213,18744305,17494059,17250133,17206053,17106631,83.1,2016,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE NUEVO IMPERIAL",6829769,13489897,10410215,8613695,8583872,8562391,8561824,63.5,2016,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE PACARAN",831773,4326201,4324144,1225238,1128415,1128415,1128415,26.1,2016,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE QUILMANA",6998517,11754806,10899080,8876181,8800898,8174631,7788433,69.5,2016,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE SANTA CRUZ DE FLORES",3163874,4285694,3216011,3136287,3080424,3064840,3033918,71.5,2016,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE ZUÑIGA",1432926,2708797,2559699,2444792,2266664,2266664,2263784,83.7,2016,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD PROVINCIAL DE HUARAL",36436503,51748251,48227701,39244049,38382008,38380885,38366706,74.2,2016,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD DISTRITAL DE ATAVILLOS ALTO",978063,1497418,1176214,810941,810941,810941,810941,54.2,2016,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD DISTRITAL DE ATAVILLOS BAJO",562086,735954,573122,573122,573122,573122,552512,77.9,2016,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD DISTRITAL DE AUCALLAMA",7527230,10143569,8234151,8189025,8189025,8189025,8187417,80.7,2016,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD DISTRITAL DE CHANCAY",18579815,28803241,27628783,26964992,26964742,26964113,26964113,93.6,2016,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD DISTRITAL DE IHUARI",1508235,5187275,4266033,3394006,3394006,3394006,3391660,65.4,2016,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD DISTRITAL DE LAMPIAN",434925,625926,564899,540907,540907,535407,530845,85.5,2016,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD DISTRITAL DE PACARAOS",675856,1895980,1721608,1721608,1721288,1720035,1718675,90.7,2016,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD DISTRITAL DE SAN MIGUEL DE ACOS",483121,674593,656905,656905,656905,656905,656845,97.4,2016,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD DISTRITAL DE SANTA CRUZ DE ANDAMARCA",1072411,2189062,1732829,1727637,1727637,1727569,1727569,78.9,2016,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD DISTRITAL DE SUMBILCA",585988,771478,744187,744187,744187,743157,742429,96.3,2016,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD DISTRITAL VEINTISIETE DE NOVIEMBRE",432855,911055,679495,539457,539457,539457,539457,59.2,2016,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA",10146530,25478575,19443360,17522637,17477253,17407562,17311809,68.3,2016,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE ANTIOQUIA",788315,2378411,2179001,2163230,2163230,2152593,2148875,90.5,2016,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE CALLAHUANCA",1577452,2396516,2050177,2022636,1979636,1976794,1970803,82.5,2016,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE CARAMPOMA",1336476,1734177,1684285,1634902,1633510,1633510,1621870,94.2,2016,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE CHICLA",3881613,7446893,6823506,6195062,6149606,6024564,6023731,80.9,2016,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SAN JOSE DE LOS CHORRILLOS - CUENCA",546271,721218,692708,690022,686852,686852,683756,95.2,2016,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE HUACHUPAMPA",1373518,4606016,4419852,4418102,4403732,4398596,4398596,95.5,2016,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE HUANZA",1388558,2199432,1911798,1655602,1630184,1630184,1619684,74.1,2016,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE HUAROCHIRI",792739,1490719,1179875,1170802,1170802,1170802,989984,78.5,2016,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE LAHUAYTAMBO",605557,3125753,2857822,2791350,2686366,2638831,2638831,84.4,2016,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE LANGA",606566,993098,803775,803775,803775,803775,785265,80.9,2016,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE LARAOS",1293206,3039637,2684624,2567166,2567066,2534314,2526502,83.4,2016,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE MARIATANA",816377,1034814,980181,979181,974118,974118,974118,94.1,2016,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE RICARDO PALMA",2342302,3920371,3712224,3689767,3683629,3390263,3389059,86.5,2016,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SAN ANDRES DE TUPICOCHA",748857,1709680,1686114,1684315,1567758,1533669,1494502,89.7,2016,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SAN ANTONIO",5384926,16915938,13218971,12923971,12923971,12916971,12810980,76.4,2016,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE SAN ANTONIO",5384926,16915938,13218971,12923971,12923971,12916971,12810980,76.4,2016,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SAN BARTOLOME",989376,1958898,1495938,1495938,1484413,1484413,1484228,75.8,2016,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SAN DAMIAN",702614,1024496,977431,959875,959638,959638,952638,93.7,2016,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SAN JUAN DE IRIS",1176968,1903402,1586277,1578263,1576203,1573540,1571715,82.7,2016,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SAN JUAN DE TANTARANCHE",547028,855140,692802,690284,690284,690284,690284,80.7,2016,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SAN LORENZO DE QUINTI",691590,1389330,963053,941413,933912,933912,929808,67.2,2016,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SAN MATEO",3711268,6100312,5734834,5716097,4722579,4717889,4592614,77.3,2016,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SAN MATEO DE OTAO",1227358,1581089,1526070,1524712,1506651,1506651,1506651,95.3,2016,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE CASTA",1549288,2379824,1828021,1786959,1786959,1786959,1786959,75.1,2016,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE HUANCAYRE",447156,725901,659923,643581,637195,635895,635895,87.6,2016,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SANGALLAYA",562554,5530550,5090817,5090547,2651962,2651962,2624549,48,2016,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SANTA CRUZ DE COCACHACRA",846300,1379533,1236423,1080928,1080328,1079176,1018580,78.2,2016,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SANTA EULALIA",5590910,10617701,7636920,7405611,7266696,7266696,6770110,68.4,2016,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
