"Resultados a nivel de distrito, de la Evaluación Censal de Estudiantes 2016 - Cuarto de primaria",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,Comprensión Lectora,,,,,,,,Matemática,,,,,,,
CODGEO,REGION,PROVINCIA,DISTRITO,Cobertura ie,Cobertura estudiantes,N° Estud. Previo al inicio,N° Estud.      En inicio,N° Estud. En proceso,N° Estud. Satisfactorio,% Previo al inicio,% En inicio,% En proceso,% Satisfactorio,N° Estud. Previo al inicio,N° Estud.      En inicio,N° Estud. En proceso,N° Estud. Satisfactorio,% Previo al inicio,% En inicio,% En proceso,% Satisfactorio
061110,CAJAMARCA,SAN MIGUEL,SAN GREGORIO,100.0,100.0,0,2,12,14,0.0,7.1,42.9,49.9,0,2,10,16,0.0,7.2,35.7,57.1
061111,CAJAMARCA,SAN MIGUEL,SAN SILVESTRE DE COCHAN,100.0,92.7,1,12,29,14,2.0,21.1,51.8,25.1,0,0,28,28,0.0,0.0,49.9,50.1
061112,CAJAMARCA,SAN MIGUEL,TONGOD,100.0,100.0,0,0,15,12,0.0,0.0,55.5,44.5,0,1,14,12,0.0,3.7,51.9,44.4
061113,CAJAMARCA,SAN MIGUEL,UNION AGUA BLANCA,100.0,100.0,1,5,24,24,1.8,9.2,44.5,44.5,0,3,13,38,0.0,5.5,24.0,70.4
061201,CAJAMARCA,SAN PABLO,SAN PABLO,100.0,97.9,63,70,73,34,26.2,29.1,30.4,14.4,33,53,95,58,13.7,22.2,39.8,24.3
061202,CAJAMARCA,SAN PABLO,SAN BERNARDINO,100.0,98.8,37,31,10,4,44.9,38.1,12.2,4.9,21,23,34,4,26.0,27.6,41.5,4.9
061203,CAJAMARCA,SAN PABLO,SAN LUIS,100.0,100.0,5,11,17,4,13.5,29.7,45.9,10.8,4,12,14,7,10.8,32.4,37.8,18.9
061204,CAJAMARCA,SAN PABLO,TUMBADEN,100.0,100.0,8,23,19,3,15.1,43.4,35.8,5.7,8,14,22,9,15.1,26.4,41.5,17.0
061301,CAJAMARCA,SANTA CRUZ,SANTA CRUZ,100.0,99.3,19,54,57,19,12.8,36.1,38.2,12.9,15,50,63,20,10.1,33.7,42.5,13.7
061302,CAJAMARCA,SANTA CRUZ,ANDABAMBA,100.0,93.3,1,4,0,10,8.3,24.9,0.0,66.8,0,1,4,10,0.0,8.3,24.9,66.8
061303,CAJAMARCA,SANTA CRUZ,CATACHE,100.0,96.8,19,33,46,27,15.5,26.3,36.7,21.5,22,24,55,24,17.9,19.1,44.1,18.9
061304,CAJAMARCA,SANTA CRUZ,CHANCAYBAÑOS,100.0,100.0,8,12,21,19,13.3,20.0,35.0,31.7,4,13,23,20,6.7,21.6,38.3,33.4
061305,CAJAMARCA,SANTA CRUZ,LA ESPERANZA,100.0,83.3,5,7,5,1,29.9,36.5,26.9,6.7,5,3,9,1,27.7,15.5,50.1,6.7
061306,CAJAMARCA,SANTA CRUZ,NINABAMBA,100.0,95.0,0,1,22,18,0.0,2.8,53.5,43.7,0,0,9,32,0.0,0.0,21.8,78.2
061307,CAJAMARCA,SANTA CRUZ,PULAN,100.0,92.1,7,24,27,5,11.5,38.3,42.1,8.1,8,17,21,17,13.1,26.5,33.8,26.6
061308,CAJAMARCA,SANTA CRUZ,SAUCEPAMPA,100.0,100.0,4,8,15,4,12.9,25.8,48.4,12.9,1,7,13,10,3.2,22.6,42.0,32.3
061310,CAJAMARCA,SANTA CRUZ,UTICYACU,100.0,100.0,0,0,10,18,0.0,0.0,35.7,64.3,0,0,14,14,0.0,0.0,50.1,49.9
061311,CAJAMARCA,SANTA CRUZ,YAUYUCAN,100.0,94.6,2,17,13,5,6.1,44.3,36.2,13.5,0,6,20,11,0.0,15.2,54.5,30.4
070101,CALLAO,CALLAO,CALLAO,100.0,96.0,235,1353,2331,2596,3.6,20.8,35.8,39.8,289,1224,2961,2042,4.4,18.8,45.4,31.3
070102,CALLAO,CALLAO,BELLAVISTA,100.0,95.8,45,305,547,802,2.7,18.0,32.2,47.2,61,305,767,566,3.6,18.0,45.2,33.3
070103,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,100.0,97.6,21,141,240,344,2.9,18.9,32.2,46.0,30,123,326,268,4.0,16.5,43.7,35.9
070104,CALLAO,CALLAO,LA PERLA,100.0,95.7,26,120,215,274,4.1,18.8,33.9,43.2,39,152,263,181,6.2,23.9,41.5,28.4
070105,CALLAO,CALLAO,LA PUNTA,100.0,96.8,3,10,15,33,4.9,16.7,25.0,53.5,1,6,32,23,1.6,10.0,51.4,36.9
070106,CALLAO,CALLAO,VENTANILLA,100.0,96.3,217,1207,2140,2446,3.6,20.1,35.6,40.7,250,1023,2580,2156,4.2,17.0,42.9,35.9
070107,CALLAO,CALLAO,MI PERÚ,100.0,95.9,34,181,298,293,4.2,22.5,36.9,36.4,37,145,363,261,4.6,18.0,45.1,32.3
080101,CUSCO,CUSCO,CUSCO,100.0,99.3,86,425,912,1379,3.1,15.2,32.6,49.2,101,388,1284,1030,3.6,13.8,45.8,36.7
080103,CUSCO,CUSCO,POROY,100.0,92.5,5,23,23,16,8.1,34.1,33.8,24.0,8,18,27,14,11.4,27.4,40.3,20.8
080104,CUSCO,CUSCO,SAN JERONIMO,100.0,98.8,36,146,230,278,5.2,21.1,33.4,40.3,50,102,289,249,7.2,14.8,41.9,36.1
080105,CUSCO,CUSCO,SAN SEBASTIAN,100.0,98.6,35,249,339,331,3.6,26.1,35.6,34.7,53,199,441,259,5.6,20.9,46.3,27.2
080106,CUSCO,CUSCO,SANTIAGO,100.0,97.3,47,193,297,398,5.0,20.7,31.7,42.5,63,162,376,333,6.8,17.4,40.2,35.7
080107,CUSCO,CUSCO,SAYLLA,100.0,97.1,17,31,16,6,24.4,43.8,23.3,8.6,16,28,21,5,22.8,39.7,30.4,7.1
080108,CUSCO,CUSCO,WANCHAQ,100.0,99.1,31,182,384,673,2.5,14.3,30.2,53.0,34,168,557,511,2.6,13.2,43.9,40.3
080201,CUSCO,ACOMAYO,ACOMAYO,100.0,86.0,14,29,35,22,14.4,28.9,34.6,22.2,11,28,35,25,11.4,28.5,35.2,24.9
080202,CUSCO,ACOMAYO,ACOPIA,100.0,100.0,6,28,15,6,10.9,50.9,27.3,10.9,5,21,25,4,9.1,38.2,45.5,7.3
080203,CUSCO,ACOMAYO,ACOS,100.0,96.6,12,14,2,1,42.7,46.6,7.3,3.4,12,12,5,0,41.8,39.7,18.6,0.0
080204,CUSCO,ACOMAYO,MOSOC LLACTA,100.0,100.0,1,5,2,1,11.1,55.6,22.2,11.1,2,3,4,0,22.2,33.3,44.4,0.0
080205,CUSCO,ACOMAYO,POMACANCHI,100.0,97.4,14,52,37,14,11.6,44.9,31.3,12.1,19,31,51,17,15.9,26.3,43.5,14.2
080206,CUSCO,ACOMAYO,RONDOCAN,100.0,100.0,2,1,2,0,40.0,20.0,40.0,0.0,1,1,3,0,20.0,20.0,60.0,0.0
080207,CUSCO,ACOMAYO,SANGARARA,100.0,100.0,10,21,20,12,15.9,33.3,31.7,19.0,12,17,22,12,19.0,27.0,34.9,19.0
080301,CUSCO,ANTA,ANTA,100.0,99.1,28,106,122,72,8.7,32.2,37.2,21.9,25,54,175,74,7.7,16.4,53.5,22.4
080302,CUSCO,ANTA,ANCAHUASI,100.0,94.8,26,34,23,14,26.5,35.0,24.0,14.6,26,23,39,10,26.4,23.6,39.6,10.4
080303,CUSCO,ANTA,CACHIMAYO,100.0,100.0,5,13,2,3,21.7,56.5,8.7,13.0,7,9,6,1,30.4,39.1,26.1,4.3
080304,CUSCO,ANTA,CHINCHAYPUJIO,100.0,100.0,5,12,4,0,23.8,57.1,19.0,0.0,4,10,5,2,19.0,47.6,23.8,9.5
080305,CUSCO,ANTA,HUAROCONDO,100.0,99.0,31,43,21,6,30.8,42.2,20.6,6.3,20,41,32,8,19.5,40.2,32.1,8.3
080306,CUSCO,ANTA,LIMATAMBO,100.0,94.6,27,44,33,26,20.7,34.0,25.4,19.8,25,40,37,28,19.3,30.5,28.5,21.7
080307,CUSCO,ANTA,MOLLEPATA,100.0,100.0,9,15,12,4,22.5,37.5,30.0,10.0,7,14,13,6,17.5,35.0,32.5,15.0
080308,CUSCO,ANTA,PUCYURA,100.0,100.0,8,26,21,4,13.8,43.2,36.0,6.9,9,25,19,6,15.5,41.5,32.7,10.2
080309,CUSCO,ANTA,ZURITE,100.0,97.2,9,19,7,1,23.7,52.8,20.7,2.9,9,13,12,2,26.2,35.3,32.7,5.8
080401,CUSCO,CALCA,CALCA,100.0,98.6,46,104,147,142,10.6,23.6,33.5,32.4,45,72,186,137,10.3,16.2,42.3,31.2
080402,CUSCO,CALCA,COYA,100.0,100.0,24,19,12,6,38.9,31.5,19.8,9.9,17,23,14,7,27.3,38.0,23.2,11.5
080403,CUSCO,CALCA,LAMAY,100.0,98.6,11,28,24,11,14.5,38.2,32.3,15.1,4,21,28,19,5.7,29.2,38.5,26.7
080404,CUSCO,CALCA,LARES,100.0,100.0,9,42,30,2,11.0,50.0,36.6,2.4,10,31,28,14,12.3,36.7,34.0,16.9
080405,CUSCO,CALCA,PISAC,100.0,98.8,45,44,40,38,26.9,26.5,23.9,22.7,38,43,53,33,22.8,25.8,31.8,19.6
080406,CUSCO,CALCA,SAN SALVADOR,100.0,98.7,13,28,27,9,17.0,35.8,35.5,11.8,17,24,28,7,22.2,31.7,36.9,9.3
080407,CUSCO,CALCA,TARAY,100.0,96.0,3,15,7,0,12.4,58.2,29.5,0.0,1,7,16,1,4.0,28.0,63.7,4.4
080408,CUSCO,CALCA,YANATILE,100.0,99.2,18,53,39,21,13.4,40.4,30.1,16.2,26,42,47,16,19.7,32.0,36.0,12.3
080501,CUSCO,CANAS,YANAOCA,100.0,100.0,18,49,44,13,14.5,39.5,35.5,10.5,24,39,50,11,19.3,31.5,40.3,8.9
080502,CUSCO,CANAS,CHECCA,100.0,100.0,40,41,11,2,42.5,43.6,11.7,2.1,43,30,21,0,45.7,31.9,22.4,0.0
080503,CUSCO,CANAS,KUNTURKANKI,100.0,100.0,14,27,9,6,25.1,48.2,16.1,10.7,13,14,21,8,23.3,25.0,37.5,14.3
080504,CUSCO,CANAS,LANGUI,100.0,100.0,8,14,7,0,27.6,48.2,24.1,0.0,3,13,11,2,10.4,44.8,37.9,6.9
080505,CUSCO,CANAS,LAYO,100.0,97.6,24,34,18,9,28.2,39.5,21.5,10.8,18,23,31,13,21.4,26.8,36.2,15.6
080506,CUSCO,CANAS,PAMPAMARCA,100.0,95.2,2,6,8,5,9.5,29.1,36.5,24.9,5,5,6,4,23.8,24.4,30.7,21.1
080507,CUSCO,CANAS,QUEHUE,100.0,100.0,4,17,5,1,15.4,61.5,19.2,3.8,3,8,16,1,11.5,26.9,57.7,3.8
080508,CUSCO,CANAS,TUPAC AMARU,100.0,100.0,6,17,3,2,21.4,60.7,10.7,7.1,3,11,12,2,10.7,39.3,42.9,7.1
080601,CUSCO,CANCHIS,SICUANI,100.0,99.1,82,293,378,462,6.7,24.1,31.1,38.0,92,200,393,530,7.6,16.5,32.4,43.6
080602,CUSCO,CANCHIS,CHECACUPE,100.0,94.7,15,12,22,7,26.6,21.8,39.3,12.4,14,18,18,7,25.0,30.7,32.0,12.3
080603,CUSCO,CANCHIS,COMBAPATA,100.0,100.0,8,20,31,14,11.0,27.4,42.5,19.2,6,11,32,24,8.3,15.1,43.8,32.8
080604,CUSCO,CANCHIS,MARANGANI,100.0,99.3,18,65,39,18,13.0,46.4,28.2,12.5,26,43,54,17,18.8,31.0,38.4,11.8
080605,CUSCO,CANCHIS,PITUMARCA,100.0,99.0,31,36,26,6,31.3,36.4,26.3,6.1,32,39,23,5,32.3,39.4,23.2,5.0
080606,CUSCO,CANCHIS,SAN PABLO,100.0,100.0,13,27,12,0,25.1,51.0,23.8,0.0,8,24,15,4,15.5,47.0,29.6,7.9
080607,CUSCO,CANCHIS,SAN PEDRO,100.0,95.2,6,4,6,4,30.0,20.0,30.0,20.0,1,8,8,3,5.0,40.0,40.0,15.0
080608,CUSCO,CANCHIS,TINTA,100.0,100.0,6,18,22,12,10.3,31.0,37.9,20.7,5,17,21,15,8.6,29.3,36.2,25.9
080701,CUSCO,CHUMBIVILCAS,SANTO TOMAS,100.0,99.8,55,147,157,67,12.8,34.5,36.9,15.8,70,108,177,71,16.4,25.4,41.5,16.7
080702,CUSCO,CHUMBIVILCAS,CAPACMARCA,100.0,98.2,12,31,12,2,21.1,53.5,21.7,3.6,10,26,19,2,17.6,46.2,32.6,3.6
080703,CUSCO,CHUMBIVILCAS,CHAMACA,100.0,100.0,5,16,28,10,8.5,27.1,47.4,16.9,6,13,32,8,10.2,22.1,54.2,13.5
080704,CUSCO,CHUMBIVILCAS,COLQUEMARCA,100.0,98.9,16,48,18,10,17.1,52.1,19.8,11.0,20,27,27,18,21.5,29.1,29.6,19.7
080705,CUSCO,CHUMBIVILCAS,LIVITACA,100.0,97.9,57,58,21,5,40.4,41.0,15.0,3.5,53,47,39,3,37.5,33.1,27.2,2.1
080706,CUSCO,CHUMBIVILCAS,LLUSCO,100.0,97.4,19,32,13,11,25.5,42.1,17.5,14.9,17,16,28,14,22.5,21.4,37.1,19.0
080707,CUSCO,CHUMBIVILCAS,QUIÑOTA,100.0,97.6,30,40,10,5,35.4,46.9,11.8,5.9,26,20,31,7,31.0,24.0,36.7,8.2
080708,CUSCO,CHUMBIVILCAS,VELILLE,100.0,100.0,5,26,39,20,5.6,28.9,43.3,22.2,4,22,46,18,4.4,24.5,51.1,20.0
080801,CUSCO,ESPINAR,ESPINAR,100.0,99.0,33,186,268,246,4.5,25.4,36.5,33.6,40,120,307,266,5.5,16.3,41.9,36.3
080802,CUSCO,ESPINAR,CONDOROMA,100.0,100.0,0,2,5,4,0.0,18.2,45.5,36.4,0,1,7,3,0.0,9.1,63.6,27.3
080803,CUSCO,ESPINAR,COPORAQUE,100.0,100.0,2,13,7,1,9.3,56.0,30.4,4.3,4,14,3,2,17.4,60.3,13.7,8.7
080804,CUSCO,ESPINAR,OCORURO,100.0,100.0,7,4,3,0,50.0,28.6,21.4,0.0,6,5,3,0,42.9,35.6,21.5,0.0
080805,CUSCO,ESPINAR,PALLPATA,100.0,100.0,6,32,35,14,6.9,36.8,40.2,16.1,5,18,45,19,5.7,20.7,51.7,21.8
080806,CUSCO,ESPINAR,PICHIGUA,100.0,100.0,2,6,5,3,12.5,37.5,31.3,18.8,1,3,7,5,6.3,18.8,43.8,31.3
080808,CUSCO,ESPINAR,ALTO PICHIGUA,100.0,100.0,3,3,0,0,50.0,50.0,0.0,0.0,2,4,0,0,33.3,66.7,0.0,0.0
080901,CUSCO,LA CONVENCIÓN,SANTA ANA,100.0,98.6,38,167,239,249,5.5,24.0,34.5,36.0,43,153,283,214,6.2,22.1,40.9,30.9
080902,CUSCO,LA CONVENCIÓN,ECHARATE,97.1,96.5,76,174,153,76,15.9,36.3,32.0,15.9,79,153,191,55,16.5,32.0,40.0,11.4
080903,CUSCO,LA CONVENCIÓN,HUAYOPATA,100.0,98.4,3,7,27,27,4.7,11.1,42.8,41.5,3,8,25,28,4.7,12.5,39.8,43.0
080904,CUSCO,LA CONVENCIÓN,MARANURA,100.0,95.8,2,28,27,14,2.8,39.4,38.1,19.7,4,23,36,9,6.0,31.9,49.5,12.6
080905,CUSCO,LA CONVENCIÓN,OCOBAMBA,100.0,100.0,7,17,27,11,11.3,27.4,43.5,17.7,5,11,29,17,8.1,17.8,46.8,27.4
080906,CUSCO,LA CONVENCIÓN,QUELLOUNO,100.0,95.7,21,95,48,21,11.4,51.4,26.1,11.1,28,72,67,18,15.0,38.8,36.3,9.9
080907,CUSCO,LA CONVENCIÓN,KIMBIRI,100.0,96.1,75,141,89,26,22.8,42.4,26.9,7.9,91,92,114,34,27.4,27.8,34.4,10.3
080908,CUSCO,LA CONVENCIÓN,SANTA TERESA,100.0,95.9,10,36,31,21,10.5,36.6,31.7,21.2,9,29,38,21,9.3,30.0,39.5,21.2
080909,CUSCO,LA CONVENCIÓN,VILCABAMBA,100.0,99.5,39,93,65,24,17.7,41.9,29.5,10.9,52,70,81,18,23.6,31.7,36.5,8.3
080910,CUSCO,LA CONVENCIÓN,PICHARI,100.0,96.4,97,302,151,56,16.0,49.8,24.9,9.3,113,238,199,56,18.7,39.2,32.9,9.2
080911,CUSCO,LA CONVENCIÓN,INKAWASI,100.0,100.0,9,26,23,6,14.2,40.3,35.7,9.8,15,20,19,11,23.1,30.8,29.2,16.9
080912,CUSCO,LA CONVENCIÓN,VILLA VIRGEN,100.0,97.6,11,14,12,4,26.8,34.2,29.3,9.7,14,12,12,3,34.1,29.3,29.2,7.3
081001,CUSCO,PARURO,PARURO,100.0,100.0,5,19,15,3,11.9,45.3,35.7,7.1,7,18,16,1,16.7,42.9,38.1,2.4
081002,CUSCO,PARURO,ACCHA,100.0,100.0,10,23,12,4,20.4,46.9,24.5,8.2,11,16,18,4,22.4,32.7,36.7,8.2
081003,CUSCO,PARURO,CCAPI,100.0,100.0,10,15,6,3,29.7,44.0,17.5,8.8,17,11,6,1,47.4,32.3,17.3,3.0
081004,CUSCO,PARURO,COLCHA,100.0,100.0,2,5,7,1,13.4,30.0,48.3,8.3,4,1,7,3,28.3,6.7,48.3,16.7
081005,CUSCO,PARURO,HUANOQUITE,100.0,97.8,10,17,12,7,21.7,37.0,25.2,16.1,13,12,18,3,28.8,25.1,39.2,6.9
081006,CUSCO,PARURO,OMACHA,100.0,98.6,40,27,3,0,56.8,38.9,4.3,0.0,50,10,9,1,71.2,14.6,12.8,1.4
081007,CUSCO,PARURO,PACCARITAMBO,100.0,100.0,9,6,2,1,48.6,34.7,11.1,5.5,10,5,2,1,55.7,27.7,11.1,5.5
081008,CUSCO,PARURO,PILLPINTO,100.0,100.0,0,3,2,1,0.0,50.0,33.3,16.7,0,5,1,0,0.0,83.3,16.7,0.0
081009,CUSCO,PARURO,YAURISQUE,100.0,100.0,7,16,8,1,21.9,50.0,25.0,3.1,8,10,14,0,25.0,31.3,43.8,0.0
081101,CUSCO,PAUCARTAMBO,PAUCARTAMBO,100.0,100.0,30,75,53,21,16.9,41.8,29.6,11.7,22,39,81,37,12.1,21.8,45.5,20.7
081102,CUSCO,PAUCARTAMBO,CAICAY,100.0,100.0,6,10,7,1,25.0,41.7,29.1,4.2,4,13,5,2,16.7,54.2,20.8,8.3
081103,CUSCO,PAUCARTAMBO,CHALLABAMBA,100.0,97.4,56,59,54,21,29.5,31.0,28.5,10.9,39,49,72,30,20.5,25.7,37.8,15.9
081104,CUSCO,PAUCARTAMBO,COLQUEPATA,100.0,98.9,22,51,14,8,23.2,53.2,15.0,8.5,18,38,26,13,18.9,40.1,26.9,14.1
081105,CUSCO,PAUCARTAMBO,HUANCARANI,100.0,98.3,18,50,29,18,15.7,43.5,24.9,15.8,23,45,40,6,20.3,39.3,35.1,5.3
081201,CUSCO,QUISPICANCHI,URCOS,100.0,99.4,4,31,73,60,2.4,18.7,43.4,35.5,4,27,75,62,2.4,16.3,44.6,36.7
081202,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,100.0,99.3,11,44,51,41,7.5,29.6,34.6,28.2,11,27,65,44,7.5,18.5,44.3,29.7
081203,CUSCO,QUISPICANCHI,CAMANTI,100.0,100.0,4,17,13,5,10.3,43.6,33.3,12.8,6,12,19,2,15.4,30.8,48.7,5.1
081204,CUSCO,QUISPICANCHI,CCARHUAYO,100.0,100.0,0,10,8,3,0.0,47.6,38.1,14.3,0,6,12,3,0.0,28.6,57.1,14.3
081205,CUSCO,QUISPICANCHI,CCATCA,100.0,100.0,27,49,17,3,28.1,51.0,17.7,3.1,19,36,36,5,19.8,37.5,37.5,5.2
081206,CUSCO,QUISPICANCHI,CUSIPATA,100.0,98.4,4,20,29,11,6.4,31.6,44.7,17.3,2,18,30,14,3.1,28.4,47.4,21.1
081207,CUSCO,QUISPICANCHI,HUARO,100.0,100.0,7,11,13,1,21.9,34.4,40.6,3.1,10,13,9,0,31.3,40.6,28.1,0.0
081208,CUSCO,QUISPICANCHI,LUCRE,100.0,100.0,12,15,25,8,20.0,25.0,41.7,13.3,11,10,29,10,18.3,16.7,48.3,16.7
081209,CUSCO,QUISPICANCHI,MARCAPATA,100.0,100.0,13,23,21,9,19.7,34.9,31.8,13.6,5,21,33,7,7.6,31.8,50.0,10.6
081210,CUSCO,QUISPICANCHI,OCONGATE,100.0,98.6,17,58,46,17,12.5,42.1,33.1,12.3,8,37,61,31,5.8,27.1,44.4,22.6
081211,CUSCO,QUISPICANCHI,OROPESA,100.0,97.0,16,51,44,23,12.0,38.0,32.5,17.5,23,47,49,16,17.3,34.8,36.3,11.6
081212,CUSCO,QUISPICANCHI,QUIQUIJANA,100.0,99.0,20,49,23,10,19.6,48.0,22.6,9.9,19,32,30,21,18.6,31.3,29.4,20.7
081301,CUSCO,URUBAMBA,URUBAMBA,100.0,91.5,42,129,148,173,8.5,26.3,30.0,35.2,58,96,200,138,11.8,19.4,40.7,28.1
081302,CUSCO,URUBAMBA,CHINCHERO,100.0,100.0,18,54,58,34,11.0,33.0,35.4,20.7,12,43,60,49,7.3,26.2,36.6,29.9
081303,CUSCO,URUBAMBA,HUAYLLABAMBA,100.0,100.0,4,13,8,8,12.0,39.2,24.3,24.5,2,7,16,9,6.1,21.0,45.7,27.3
081304,CUSCO,URUBAMBA,MACHUPICCHU,100.0,100.0,0,21,30,14,0.0,32.3,46.2,21.5,5,10,40,10,7.7,15.4,61.5,15.4
081305,CUSCO,URUBAMBA,MARAS,100.0,98.9,25,27,24,13,28.2,30.2,27.0,14.6,30,19,20,20,33.8,21.3,22.4,22.4
081306,CUSCO,URUBAMBA,OLLANTAYTAMBO,100.0,100.0,25,52,35,23,18.5,38.5,25.9,17.0,16,43,56,20,11.8,31.9,41.5,14.8
081307,CUSCO,URUBAMBA,YUCAY,100.0,100.0,3,22,15,22,4.8,35.5,24.2,35.5,2,22,26,12,3.2,35.5,41.9,19.4
090101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,100.0,98.8,30,190,283,343,3.6,22.4,33.5,40.5,45,131,381,289,5.4,15.5,45.0,34.2
090102,HUANCAVELICA,HUANCAVELICA,ACOBAMBILLA,100.0,100.0,6,2,0,0,71.4,28.6,0.0,0.0,5,2,1,0,57.1,28.6,14.3,0.0
090103,HUANCAVELICA,HUANCAVELICA,ACORIA,100.0,100.0,57,99,78,36,21.1,36.5,28.9,13.4,58,78,97,39,21.4,28.7,35.7,14.2
090104,HUANCAVELICA,HUANCAVELICA,CONAYCA,100.0,100.0,2,7,3,0,16.7,58.3,25.0,0.0,1,6,4,1,8.3,50.0,33.3,8.3
090105,HUANCAVELICA,HUANCAVELICA,CUENCA,100.0,96.8,6,10,11,4,20.4,30.6,36.0,12.9,3,5,11,12,10.8,16.7,33.9,38.7
090106,HUANCAVELICA,HUANCAVELICA,HUACHOCOLPA,100.0,96.9,2,13,8,9,6.3,40.6,25.0,28.1,3,11,8,10,9.4,34.4,25.0,31.3
090107,HUANCAVELICA,HUANCAVELICA,HUAYLLAHUARA,100.0,100.0,0,5,3,1,0.0,55.6,33.3,11.1,1,5,2,1,11.1,55.6,22.2,11.1
090108,HUANCAVELICA,HUANCAVELICA,IZCUCHACA,100.0,100.0,0,0,11,8,0.0,0.0,57.9,42.1,0,0,9,10,0.0,0.0,47.4,52.6
090109,HUANCAVELICA,HUANCAVELICA,LARIA,100.0,85.7,0,1,5,1,0.0,16.7,66.7,16.7,0,4,4,0,0.0,50.0,50.0,0.0
090110,HUANCAVELICA,HUANCAVELICA,MANTA,100.0,100.0,3,7,4,0,21.4,51.4,27.1,0.0,7,6,1,0,48.6,44.3,7.1,0.0
090111,HUANCAVELICA,HUANCAVELICA,MARISCAL CACERES,100.0,100.0,1,5,7,3,6.3,31.3,43.8,18.8,0,3,9,4,0.0,18.8,56.3,25.0
090112,HUANCAVELICA,HUANCAVELICA,MOYA,100.0,100.0,0,1,2,3,0.0,16.7,33.3,50.0,0,1,3,2,0.0,16.7,50.0,33.3
090113,HUANCAVELICA,HUANCAVELICA,NUEVO OCCORO,100.0,100.0,1,13,20,5,2.6,32.4,51.7,13.4,1,5,15,18,2.6,12.8,37.8,46.8
090114,HUANCAVELICA,HUANCAVELICA,PALCA,100.0,100.0,0,9,19,7,0.0,25.7,54.3,20.0,3,5,23,4,8.6,14.3,65.7,11.4
090115,HUANCAVELICA,HUANCAVELICA,PILCHACA,100.0,100.0,2,3,1,1,28.6,42.9,14.3,14.3,3,1,1,2,42.9,14.3,14.3,28.6
090116,HUANCAVELICA,HUANCAVELICA,VILCA,100.0,100.0,6,6,5,1,33.3,33.3,27.8,5.6,3,6,5,4,16.7,33.3,27.8,22.2
090117,HUANCAVELICA,HUANCAVELICA,YAULI,100.0,98.4,122,174,68,11,32.5,46.3,18.1,3.0,81,150,119,25,21.5,40.0,31.8,6.8
090118,HUANCAVELICA,HUANCAVELICA,ASCENSION,100.0,99.1,5,34,33,37,4.6,31.3,30.4,33.7,9,12,52,36,8.3,11.0,47.9,32.8
090119,HUANCAVELICA,HUANCAVELICA,HUANDO,100.0,96.5,29,48,27,10,25.7,41.7,23.5,9.1,20,46,36,11,18.0,40.5,31.5,10.0
090201,HUANCAVELICA,ACOBAMBA,ACOBAMBA,100.0,99.4,4,54,58,37,2.6,35.2,37.9,24.3,7,38,69,39,4.6,24.8,45.0,25.5
090202,HUANCAVELICA,ACOBAMBA,ANDABAMBA,100.0,93.9,11,4,13,5,32.2,13.2,39.4,15.2,2,13,12,6,6.6,38.8,36.4,18.2
090203,HUANCAVELICA,ACOBAMBA,ANTA,100.0,100.0,13,34,2,1,26.0,68.0,4.0,2.0,4,17,28,1,8.0,34.0,56.0,2.0
090204,HUANCAVELICA,ACOBAMBA,CAJA,100.0,100.0,0,3,6,6,0.0,20.0,40.0,40.0,0,1,10,4,0.0,6.7,66.7,26.7
090205,HUANCAVELICA,ACOBAMBA,MARCAS,100.0,100.0,3,5,4,0,25.0,41.7,33.3,0.0,4,7,1,0,33.3,58.3,8.3,0.0
090206,HUANCAVELICA,ACOBAMBA,PAUCARA,100.0,100.0,12,20,26,32,13.3,22.2,28.9,35.6,7,13,25,45,7.8,14.4,27.8,50.0
090207,HUANCAVELICA,ACOBAMBA,POMACOCHA,100.0,100.0,0,4,8,16,0.0,14.3,28.6,57.1,0,4,14,10,0.0,14.3,50.0,35.7
090208,HUANCAVELICA,ACOBAMBA,ROSARIO,100.0,98.2,16,19,11,10,28.9,33.4,19.8,17.9,9,16,15,16,16.1,29.4,26.0,28.6
090301,HUANCAVELICA,ANGARAES,LIRCAY,100.0,99.7,32,63,111,156,9.0,17.3,30.7,43.0,16,56,79,211,4.5,15.6,21.7,58.2
090302,HUANCAVELICA,ANGARAES,ANCHONGA,100.0,100.0,10,25,24,5,15.6,39.1,37.5,7.8,9,17,26,12,14.1,26.6,40.6,18.8
090303,HUANCAVELICA,ANGARAES,CALLANMARCA,100.0,100.0,0,3,5,3,0.0,27.3,45.5,27.3,0,0,1,10,0.0,0.0,9.1,90.9
090304,HUANCAVELICA,ANGARAES,CCOCHACCASA,100.0,100.0,4,10,39,17,5.7,14.3,55.7,24.3,0,5,31,34,0.0,7.1,44.3,48.6
090305,HUANCAVELICA,ANGARAES,CHINCHO,100.0,100.0,0,0,4,2,0.0,0.0,66.7,33.3,0,0,1,5,0.0,0.0,16.7,83.3
090306,HUANCAVELICA,ANGARAES,CONGALLA,100.0,100.0,0,10,15,12,0.0,27.0,40.5,32.4,0,3,21,13,0.0,8.1,56.8,35.1
