"Resultados a nivel de distrito, de la Evaluación Censal de Estudiantes 2016 - Segundo grado de primaria",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,Lectura,,,,,,Matemática,,,,,
CODGEO,REGION,PROVINCIA,DISTRITO,Cobertura ie,Cobertura estudiantes,N° Estud.      En inicio,N° Estud. En proceso,N° Estud. Satisfactorio,% En inicio,% En proceso,% Satisfactorio,N° Estud.      En inicio,N° Estud. En proceso,N° Estud. Satisfactorio,% En inicio,% En proceso,% Satisfactorio
110502,ICA,PISCO,HUANCANO,100.0,94.7,0,12,6,0.0,66.7,33.3,5,6,7,27.8,33.3,38.9
110503,ICA,PISCO,HUMAY,100.0,97.2,4,47,52,3.9,45.6,50.5,19,26,58,18.4,25.2,56.3
110504,ICA,PISCO,INDEPENDENCIA,100.0,97.1,19,142,142,6.3,46.9,46.9,64,130,109,21.1,42.9,36.0
110505,ICA,PISCO,PARACAS,100.0,96.7,5,69,71,3.4,47.6,49.0,30,55,60,20.7,37.9,41.4
110506,ICA,PISCO,SAN ANDRES,100.0,94.9,11,108,144,4.2,41.1,54.8,58,109,96,22.1,41.4,36.5
110507,ICA,PISCO,SAN CLEMENTE,100.0,96.2,24,289,211,4.6,55.2,40.3,129,235,160,24.6,44.8,30.5
110508,ICA,PISCO,TUPAC AMARU INCA,100.0,94.7,18,217,174,4.4,53.1,42.5,114,163,131,27.9,40.0,32.1
120101,JUNÍN,HUANCAYO,HUANCAYO,100.0,96.8,30,1049,2470,0.8,29.6,69.6,426,970,2153,12.0,27.3,60.7
120105,JUNÍN,HUANCAYO,CHACAPAMPA,100.0,94.4,3,13,1,17.6,76.5,5.9,12,4,1,70.6,23.5,5.9
120106,JUNÍN,HUANCAYO,CHICCHE,100.0,100.0,1,9,2,8.3,75.0,16.7,1,10,1,8.3,83.3,8.3
120107,JUNÍN,HUANCAYO,CHILCA,100.0,97.4,29,617,683,2.2,46.4,51.4,249,458,622,18.7,34.5,46.8
120108,JUNÍN,HUANCAYO,CHONGOS ALTO,100.0,100.0,0,9,2,0.0,81.8,18.2,3,5,3,27.3,45.5,27.3
120111,JUNÍN,HUANCAYO,CHUPURO,100.0,96.6,0,17,11,0.0,60.7,39.3,5,8,15,17.9,28.6,53.6
120112,JUNÍN,HUANCAYO,COLCA,100.0,100.0,1,10,3,7.1,71.4,21.4,5,4,5,35.7,28.6,35.7
120113,JUNÍN,HUANCAYO,CULLHUAS,100.0,100.0,2,15,5,9.1,68.2,22.7,10,6,6,45.5,27.3,27.3
120114,JUNÍN,HUANCAYO,EL TAMBO,100.0,95.8,30,1053,1805,1.0,36.5,62.5,482,1011,1394,16.7,35.0,48.3
120116,JUNÍN,HUANCAYO,HUACRAPUQUIO,100.0,95.5,4,8,9,19.0,38.1,42.9,7,3,11,33.3,14.3,52.4
120117,JUNÍN,HUANCAYO,HUALHUAS,100.0,94.9,1,39,35,1.3,52.0,46.7,14,22,39,18.7,29.3,52.0
120119,JUNÍN,HUANCAYO,HUANCAN,100.0,97.0,10,180,96,3.5,62.9,33.6,66,130,90,23.1,45.5,31.5
120120,JUNÍN,HUANCAYO,HUASICANCHA,100.0,100.0,0,16,1,0.0,94.1,5.9,6,6,5,35.3,35.3,29.4
120121,JUNÍN,HUANCAYO,HUAYUCACHI,100.0,97.2,2,112,98,0.9,52.8,46.2,42,79,91,19.8,37.3,42.9
120122,JUNÍN,HUANCAYO,INGENIO,100.0,100.0,0,19,10,0.0,65.5,34.5,5,17,7,17.2,58.6,24.1
120124,JUNÍN,HUANCAYO,PARIAHUANCA,100.0,94.2,7,72,18,7.2,74.2,18.6,37,41,19,38.1,42.3,19.6
120125,JUNÍN,HUANCAYO,PILCOMAYO,100.0,98.8,5,143,174,1.6,44.4,54.0,68,94,159,21.2,29.3,49.5
120126,JUNÍN,HUANCAYO,PUCARA,100.0,98.2,3,38,15,5.4,67.9,26.8,13,31,12,23.2,55.4,21.4
120127,JUNÍN,HUANCAYO,QUICHUAY,100.0,100.0,0,21,3,0.0,87.5,12.5,3,18,3,12.5,75.0,12.5
120128,JUNÍN,HUANCAYO,QUILCAS,100.0,96.2,1,43,57,1.0,42.6,56.4,11,39,51,10.9,38.6,50.5
120129,JUNÍN,HUANCAYO,SAN AGUSTIN,100.0,97.8,5,150,114,1.9,55.8,42.4,73,92,104,27.1,34.2,38.7
120130,JUNÍN,HUANCAYO,SAN JERONIMO DE TUNAN,100.0,96.2,11,149,139,3.7,49.8,46.5,63,120,116,21.1,40.1,38.8
120132,JUNÍN,HUANCAYO,SAÑO,100.0,101.6,2,11,50,3.2,17.5,79.4,11,3,49,17.5,4.8,77.8
120133,JUNÍN,HUANCAYO,SAPALLANGA,100.0,96.0,18,189,107,5.7,60.2,34.1,78,123,113,24.8,39.2,36.0
120134,JUNÍN,HUANCAYO,SICAYA,100.0,97.5,10,129,91,4.3,56.1,39.6,54,99,77,23.5,43.0,33.5
120135,JUNÍN,HUANCAYO,SANTO DOMINGO DE ACOBAMBA,100.0,99.2,28,82,12,23.0,67.2,9.8,73,33,16,59.8,27.0,13.1
120136,JUNÍN,HUANCAYO,VIQUES,100.0,97.4,0,23,14,0.0,62.2,37.8,6,13,18,16.2,35.1,48.6
120201,JUNÍN,CONCEPCIÓN,CONCEPCION,100.0,98.1,7,180,219,1.7,44.3,53.9,66,152,188,16.3,37.4,46.3
120202,JUNÍN,CONCEPCIÓN,ACO,100.0,100.0,2,10,5,11.8,58.8,29.4,11,1,5,64.7,5.9,29.4
120203,JUNÍN,CONCEPCIÓN,ANDAMARCA,100.0,98.1,21,77,7,20.0,73.3,6.7,63,37,5,60.0,35.2,4.8
120204,JUNÍN,CONCEPCIÓN,CHAMBARA,100.0,100.0,4,23,7,11.8,67.6,20.6,10,15,9,29.4,44.1,26.5
120205,JUNÍN,CONCEPCIÓN,COCHAS,100.0,96.4,6,18,2,23.1,69.2,7.7,16,9,1,61.5,34.6,3.8
120206,JUNÍN,CONCEPCIÓN,COMAS,100.0,97.9,12,67,15,12.8,71.3,16.0,48,28,18,51.1,29.8,19.1
120207,JUNÍN,CONCEPCIÓN,HEROINAS TOLEDO,100.0,95.7,5,16,1,22.7,72.7,4.5,13,7,2,59.1,31.8,9.1
120208,JUNÍN,CONCEPCIÓN,MANZANARES,100.0,100.0,0,9,5,0.0,64.3,35.7,0,8,6,0.0,57.1,42.9
120209,JUNÍN,CONCEPCIÓN,MARISCAL CASTILLA,100.0,100.0,4,19,3,15.4,73.1,11.5,16,10,0,61.5,38.5,0.0
120210,JUNÍN,CONCEPCIÓN,MATAHUASI,100.0,95.0,5,37,34,6.6,48.7,44.7,18,24,34,23.7,31.6,44.7
120211,JUNÍN,CONCEPCIÓN,MITO,100.0,100.0,1,8,1,10.0,80.0,10.0,4,4,2,40.0,40.0,20.0
120212,JUNÍN,CONCEPCIÓN,NUEVE DE JULIO,100.0,100.0,0,7,9,0.0,43.8,56.3,3,9,4,18.8,56.3,25.0
120213,JUNÍN,CONCEPCIÓN,ORCOTUNA,100.0,94.5,5,45,19,7.2,65.2,27.5,26,21,22,37.7,30.4,31.9
120214,JUNÍN,CONCEPCIÓN,SAN JOSE DE QUERO,100.0,95.6,9,82,17,8.3,75.9,15.7,31,57,20,28.7,52.8,18.5
120215,JUNÍN,CONCEPCIÓN,SANTA ROSA DE OCOPA,100.0,93.5,0,13,16,0.0,44.8,55.2,1,7,21,3.4,24.1,72.4
120301,JUNÍN,CHANCHAMAYO,CHANCHAMAYO,100.0,96.5,9,196,316,1.7,37.6,60.7,67,194,260,12.9,37.2,49.9
120302,JUNÍN,CHANCHAMAYO,PERENE,100.0,95.5,97,693,320,8.7,62.4,28.8,406,439,265,36.6,39.5,23.9
120303,JUNÍN,CHANCHAMAYO,PICHANAQUI,100.0,93.1,48,554,420,4.7,54.2,41.1,260,409,352,25.5,40.1,34.5
120304,JUNÍN,CHANCHAMAYO,SAN LUIS DE SHUARO,100.0,100.0,13,41,14,19.1,60.3,20.6,35,26,7,51.5,38.2,10.3
120305,JUNÍN,CHANCHAMAYO,SAN RAMON,100.0,96.1,22,267,252,4.1,49.4,46.6,126,225,190,23.3,41.6,35.1
120306,JUNÍN,CHANCHAMAYO,VITOC,100.0,84.2,0,15,1,0.0,93.8,6.3,8,5,3,50.0,31.3,18.8
120401,JUNÍN,JAUJA,JAUJA,100.0,99.2,12,208,304,2.3,39.7,58.0,82,187,255,15.6,35.7,48.7
120402,JUNÍN,JAUJA,ACOLLA,100.0,97.2,3,45,21,4.3,65.2,30.4,20,26,23,29.0,37.7,33.3
120403,JUNÍN,JAUJA,APATA,100.0,96.0,4,60,31,4.2,63.2,32.6,9,37,49,9.5,38.9,51.6
120404,JUNÍN,JAUJA,ATAURA,100.0,95.0,0,11,8,0.0,57.9,42.1,4,11,4,21.1,57.9,21.1
120405,JUNÍN,JAUJA,CANCHAYLLO,100.0,91.7,0,16,17,0.0,48.5,51.5,2,18,13,6.1,54.5,39.4
120406,JUNÍN,JAUJA,CURICACA,100.0,100.0,4,15,3,18.2,68.2,13.6,8,10,4,36.4,45.5,18.2
120407,JUNÍN,JAUJA,EL MANTARO,100.0,100.0,1,18,26,2.2,40.0,57.8,7,14,24,15.6,31.1,53.3
120408,JUNÍN,JAUJA,HUAMALI,100.0,100.0,0,10,9,0.0,52.6,47.4,3,6,10,15.8,31.6,52.6
120409,JUNÍN,JAUJA,HUARIPAMPA,100.0,100.0,0,4,5,0.0,44.4,55.6,0,4,5,0.0,44.4,55.6
120410,JUNÍN,JAUJA,HUERTAS,100.0,83.3,0,5,5,0.0,50.0,50.0,0,3,7,0.0,30.0,70.0
120411,JUNÍN,JAUJA,JANJAILLO,100.0,92.9,0,12,1,0.0,92.3,7.7,2,8,3,15.4,61.5,23.1
120412,JUNÍN,JAUJA,JULCAN,100.0,100.0,2,8,3,15.4,61.5,23.1,7,3,3,53.8,23.1,23.1
120413,JUNÍN,JAUJA,LEONOR ORDOÑEZ,100.0,100.0,0,6,14,0.0,30.0,70.0,2,6,12,10.0,30.0,60.0
120414,JUNÍN,JAUJA,LLOCLLAPAMPA,100.0,94.1,0,5,11,0.0,31.3,68.8,0,11,5,0.0,68.8,31.3
120415,JUNÍN,JAUJA,MARCO,100.0,100.0,0,16,5,0.0,76.2,23.8,5,8,8,23.8,38.1,38.1
120416,JUNÍN,JAUJA,MASMA,100.0,100.0,1,12,5,5.6,66.7,27.8,6,8,4,33.3,44.4,22.2
120417,JUNÍN,JAUJA,MASMA CHICCHE,100.0,90.0,1,6,2,11.1,66.7,22.2,4,5,0,44.4,55.6,0.0
120418,JUNÍN,JAUJA,MOLINOS,100.0,96.3,4,20,2,15.4,76.9,7.7,13,9,4,50.0,34.6,15.4
120419,JUNÍN,JAUJA,MONOBAMBA,100.0,91.3,1,12,8,4.8,57.1,38.1,7,7,7,33.3,33.3,33.3
120420,JUNÍN,JAUJA,MUQUI,100.0,100.0,0,1,15,0.0,6.3,93.8,0,2,14,0.0,12.5,87.5
120421,JUNÍN,JAUJA,MUQUIYAUYO,100.0,96.9,0,15,15,0.0,50.0,50.0,8,11,11,26.7,36.7,36.7
120423,JUNÍN,JAUJA,PACCHA,100.0,90.0,0,1,8,0.0,11.1,88.9,0,1,8,0.0,11.1,88.9
120424,JUNÍN,JAUJA,PANCAN,100.0,99.0,3,35,61,3.0,35.4,61.6,15,46,38,15.2,46.5,38.4
120425,JUNÍN,JAUJA,PARCO,100.0,100.0,0,7,7,0.0,50.0,50.0,2,6,6,14.3,42.9,42.9
120426,JUNÍN,JAUJA,POMACANCHA,100.0,100.0,1,13,8,4.5,59.1,36.4,5,11,6,22.7,50.0,27.3
120427,JUNÍN,JAUJA,RICRAN,100.0,100.0,10,16,1,37.0,59.3,3.7,20,4,3,74.1,14.8,11.1
120428,JUNÍN,JAUJA,SAN LORENZO,100.0,100.0,0,24,11,0.0,68.6,31.4,5,17,13,14.3,48.6,37.1
120430,JUNÍN,JAUJA,SAUSA,100.0,100.0,4,16,10,13.3,53.3,33.3,8,13,9,26.7,43.3,30.0
120431,JUNÍN,JAUJA,SINCOS,100.0,100.0,5,37,6,10.4,77.1,12.5,20,19,9,41.7,39.6,18.8
120432,JUNÍN,JAUJA,TUNAN MARCA,100.0,87.5,1,11,2,7.1,78.6,14.3,7,7,0,50.0,50.0,0.0
120433,JUNÍN,JAUJA,YAULI,100.0,100.0,1,10,1,8.3,83.3,8.3,4,6,2,33.3,50.0,16.7
120434,JUNÍN,JAUJA,YAUYOS,100.0,85.7,3,17,10,10.0,56.7,33.3,7,16,7,23.3,53.3,23.3
120501,JUNÍN,JUNÍN,JUNIN,100.0,99.5,0,94,92,0.0,50.5,49.5,19,86,81,10.2,46.2,43.5
120502,JUNÍN,JUNÍN,CARHUAMAYO,100.0,97.3,7,90,45,4.9,63.4,31.7,53,53,36,37.3,37.3,25.4
120503,JUNÍN,JUNÍN,ONDORES,100.0,100.0,1,6,4,9.1,54.5,36.4,3,5,3,27.3,45.5,27.3
120504,JUNÍN,JUNÍN,ULCUMAYO,100.0,100.0,6,37,10,11.3,69.8,18.9,25,15,13,47.2,28.3,24.5
120601,JUNÍN,SATIPO,SATIPO,100.0,98.5,50,432,425,5.5,47.6,46.9,217,362,326,24.0,40.0,36.0
120602,JUNÍN,SATIPO,COVIRIALI,100.0,100.0,8,31,22,13.1,50.8,36.1,23,22,16,37.7,36.1,26.2
120603,JUNÍN,SATIPO,LLAYLLA,100.0,97.8,9,54,25,10.2,61.4,28.4,27,28,33,30.7,31.8,37.5
120604,JUNÍN,SATIPO,MAZAMARI,100.0,95.6,34,215,100,9.7,61.6,28.7,126,143,80,36.1,41.0,22.9
120605,JUNÍN,SATIPO,PAMPA HERMOSA,100.0,95.5,2,29,11,4.8,69.0,26.2,17,20,5,40.5,47.6,11.9
120606,JUNÍN,SATIPO,PANGOA,100.0,96.7,73,516,298,8.2,58.2,33.6,291,347,249,32.8,39.1,28.1
120607,JUNÍN,SATIPO,RIO NEGRO,100.0,95.5,24,201,92,7.6,63.4,29.0,114,121,82,36.0,38.2,25.9
120608,JUNÍN,SATIPO,RIO TAMBO,100.0,92.7,35,89,28,23.0,58.6,18.4,76,46,30,50.0,30.3,19.7
120701,JUNÍN,TARMA,TARMA,100.0,97.9,31,522,567,2.8,46.6,50.6,213,420,487,19.0,37.5,43.5
120702,JUNÍN,TARMA,ACOBAMBA,100.0,99.3,10,83,47,7.1,59.3,33.6,42,53,45,30.0,37.9,32.1
120703,JUNÍN,TARMA,HUARICOLCA,100.0,100.0,7,25,10,16.7,59.5,23.8,23,8,11,54.8,19.0,26.2
120704,JUNÍN,TARMA,HUASAHUASI,100.0,93.8,19,121,58,9.6,61.1,29.3,65,71,62,32.8,35.9,31.3
120705,JUNÍN,TARMA,LA UNION,100.0,98.1,2,38,11,3.9,74.5,21.6,21,22,8,41.2,43.1,15.7
120706,JUNÍN,TARMA,PALCA,100.0,100.0,11,62,20,11.8,66.7,21.5,36,33,24,38.7,35.5,25.8
120707,JUNÍN,TARMA,PALCAMAYO,100.0,96.3,6,34,12,11.5,65.4,23.1,21,15,16,40.4,28.8,30.8
120708,JUNÍN,TARMA,SAN PEDRO DE CAJAS,100.0,100.0,4,24,19,8.5,51.1,40.4,16,13,18,34.0,27.7,38.3
120709,JUNÍN,TARMA,TAPO,100.0,96.9,15,68,12,15.8,71.6,12.6,51,29,15,53.7,30.5,15.8
120801,JUNÍN,YAULI,LA OROYA,100.0,98.4,4,96,278,1.1,25.4,73.5,42,115,221,11.1,30.4,58.5
120802,JUNÍN,YAULI,CHACAPALPA,100.0,100.0,0,4,0,0.0,100.0,0.0,2,2,0,50.0,50.0,0.0
120803,JUNÍN,YAULI,HUAY-HUAY,100.0,100.0,0,5,20,0.0,20.0,80.0,0,4,21,0.0,16.0,84.0
120804,JUNÍN,YAULI,MARCAPOMACOCHA,100.0,100.0,1,4,0,20.0,80.0,0.0,3,2,0,60.0,40.0,0.0
120805,JUNÍN,YAULI,MOROCOCHA,100.0,100.0,6,40,51,6.2,41.2,52.6,21,37,39,21.6,38.1,40.2
120806,JUNÍN,YAULI,PACCHA,100.0,100.0,0,2,16,0.0,11.1,88.9,0,5,13,0.0,27.8,72.2
120807,JUNÍN,YAULI,SANTA BARBARA DE CARHUACAYAN,100.0,100.0,0,7,4,0.0,63.6,36.4,2,3,6,18.2,27.3,54.5
120808,JUNÍN,YAULI,SANTA ROSA DE SACCO,100.0,100.0,2,26,46,2.7,35.1,62.2,17,21,36,23.0,28.4,48.6
120809,JUNÍN,YAULI,SUITUCANCHA,100.0,100.0,1,15,10,3.8,57.7,38.5,10,7,9,38.5,26.9,34.6
120810,JUNÍN,YAULI,YAULI,100.0,100.0,6,27,34,9.0,40.3,50.7,17,25,25,25.4,37.3,37.3
120901,JUNÍN,CHUPACA,CHUPACA,100.0,99.0,14,284,305,2.3,47.1,50.6,112,244,247,18.6,40.5,41.0
120902,JUNÍN,CHUPACA,AHUAC,100.0,99.1,5,84,23,4.5,75.0,20.5,44,48,20,39.3,42.9,17.9
120903,JUNÍN,CHUPACA,CHONGOS BAJO,100.0,95.9,4,22,21,8.5,46.8,44.7,15,18,14,31.9,38.3,29.8
120904,JUNÍN,CHUPACA,HUACHAC,100.0,100.0,0,17,9,0.0,65.4,34.6,4,17,5,15.4,65.4,19.2
120905,JUNÍN,CHUPACA,HUAMANCACA CHICO,100.0,99.2,6,79,35,5.0,65.8,29.2,46,36,38,38.3,30.0,31.7
120906,JUNÍN,CHUPACA,SAN JUAN DE ISCOS,100.0,94.4,2,8,7,11.8,47.1,41.2,6,7,4,35.3,41.2,23.5
120907,JUNÍN,CHUPACA,SAN JUAN DE JARPA,100.0,100.0,1,24,12,2.7,64.9,32.4,11,19,7,29.7,51.4,18.9
120908,JUNÍN,CHUPACA,TRES DE DICIEMBRE,100.0,100.0,1,19,7,3.7,70.4,25.9,8,14,5,29.6,51.9,18.5
120909,JUNÍN,CHUPACA,YANACANCHA,100.0,98.2,7,37,8,13.5,71.2,15.4,29,16,7,55.8,30.8,13.5
130101,LA LIBERTAD,TRUJILLO,TRUJILLO,100.0,94.5,141,2305,3594,2.3,38.2,59.5,1514,2249,2275,25.1,37.2,37.7
130102,LA LIBERTAD,TRUJILLO,EL PORVENIR,100.0,94.6,98,1318,1382,3.5,47.1,49.4,708,1036,1051,25.3,37.1,37.6
130103,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,100.0,95.5,40,580,566,3.4,48.9,47.7,314,433,438,26.5,36.5,37.0
130104,LA LIBERTAD,TRUJILLO,HUANCHACO,100.0,93.7,54,666,602,4.1,50.4,45.5,421,497,403,31.9,37.6,30.5
130105,LA LIBERTAD,TRUJILLO,LA ESPERANZA,100.0,94.1,97,1269,1373,3.5,46.3,50.1,727,1056,952,26.6,38.6,34.8
130106,LA LIBERTAD,TRUJILLO,LAREDO,100.0,92.7,40,378,238,6.1,57.6,36.3,235,259,162,35.8,39.5,24.7
130107,LA LIBERTAD,TRUJILLO,MOCHE,100.0,96.4,19,298,306,3.0,47.8,49.1,176,246,201,28.3,39.5,32.3
130108,LA LIBERTAD,TRUJILLO,POROTO,100.0,100.0,10,53,25,11.4,60.2,28.4,35,33,20,39.8,37.5,22.7
130109,LA LIBERTAD,TRUJILLO,SALAVERRY,100.0,93.7,16,168,126,5.2,54.2,40.6,92,122,96,29.7,39.4,31.0
130110,LA LIBERTAD,TRUJILLO,SIMBAL,100.0,92.8,4,41,19,6.3,64.1,29.7,20,37,7,31.3,57.8,10.9
130111,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,100.0,95.6,21,307,464,2.7,38.8,58.6,182,305,304,23.0,38.6,38.4
130201,LA LIBERTAD,ASCOPE,ASCOPE,100.0,96.1,6,54,38,6.1,55.1,38.8,16,55,27,16.3,56.1,27.6
130202,LA LIBERTAD,ASCOPE,CHICAMA,100.0,97.5,12,103,123,5.0,43.3,51.7,59,81,98,24.8,34.0,41.2
130203,LA LIBERTAD,ASCOPE,CHOCOPE,100.0,97.0,7,66,57,5.4,50.8,43.8,34,61,34,26.4,47.3,26.4
130204,LA LIBERTAD,ASCOPE,MAGDALENA DE CAO,100.0,100.0,1,7,2,10.0,70.0,20.0,4,4,2,40.0,40.0,20.0
130205,LA LIBERTAD,ASCOPE,PAIJAN,100.0,95.8,30,225,239,6.1,45.5,48.4,125,192,177,25.3,38.9,35.8
130206,LA LIBERTAD,ASCOPE,RAZURI,100.0,97.5,6,76,71,3.9,49.7,46.4,28,64,61,18.3,41.8,39.9
130207,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,100.0,97.8,11,99,156,4.1,37.2,58.6,42,96,128,15.8,36.1,48.1
130208,LA LIBERTAD,ASCOPE,CASA GRANDE,100.0,94.3,14,194,191,3.5,48.6,47.9,94,165,139,23.6,41.5,34.9
130301,LA LIBERTAD,BOLÍVAR,BOLIVAR,100.0,90.8,19,55,25,19.2,55.6,25.3,47,35,17,47.5,35.4,17.2
130302,LA LIBERTAD,BOLÍVAR,BAMBAMARCA,100.0,92.8,34,71,11,29.3,61.2,9.5,59,38,19,50.9,32.8,16.4
130303,LA LIBERTAD,BOLÍVAR,CONDORMARCA,100.0,90.4,10,32,5,21.3,68.1,10.6,23,16,8,48.9,34.0,17.0
130304,LA LIBERTAD,BOLÍVAR,LONGOTEA,100.0,83.7,1,22,13,2.8,61.1,36.1,6,14,16,16.7,38.9,44.4
130305,LA LIBERTAD,BOLÍVAR,UCHUMARCA,100.0,90.3,2,34,20,3.6,60.7,35.7,12,22,22,21.4,39.3,39.3
130306,LA LIBERTAD,BOLÍVAR,UCUNCHA,100.0,83.3,7,22,1,23.3,73.3,3.3,20,9,1,66.7,30.0,3.3
130401,LA LIBERTAD,CHEPÉN,CHEPEN,100.0,97.3,17,296,400,2.4,41.5,56.1,109,319,285,15.3,44.7,40.0
130402,LA LIBERTAD,CHEPÉN,PACANGA,100.0,98.2,14,182,177,3.8,48.8,47.5,74,156,143,19.8,41.8,38.3
130403,LA LIBERTAD,CHEPÉN,PUEBLO NUEVO,100.0,99.6,10,92,129,4.3,39.8,55.8,44,79,108,19.0,34.2,46.8
130501,LA LIBERTAD,JULCÁN,JULCAN,100.0,96.7,57,128,46,24.7,55.4,19.9,102,71,58,44.2,30.7,25.1
130502,LA LIBERTAD,JULCÁN,CALAMARCA,100.0,95.9,19,99,23,13.5,70.2,16.3,55,51,36,38.7,35.9,25.4
130503,LA LIBERTAD,JULCÁN,CARABAMBA,100.0,92.0,29,64,22,25.2,55.7,19.1,61,34,20,53.0,29.6,17.4
130504,LA LIBERTAD,JULCÁN,HUASO,100.0,95.4,58,81,7,39.7,55.5,4.8,105,26,14,72.4,17.9,9.7
130601,LA LIBERTAD,OTUZCO,OTUZCO,100.0,98.5,44,321,224,7.5,54.5,38.0,143,236,210,24.3,40.1,35.7
130602,LA LIBERTAD,OTUZCO,AGALLPAMPA,100.0,98.5,29,174,58,11.1,66.7,22.2,91,128,42,34.9,49.0,16.1
130605,LA LIBERTAD,OTUZCO,HUARANCHAL,100.0,99.1,20,68,21,18.3,62.4,19.3,58,31,20,53.2,28.4,18.3
130606,LA LIBERTAD,OTUZCO,LA CUESTA,100.0,96.0,5,19,0,20.8,79.2,0.0,16,6,2,66.7,25.0,8.3
130608,LA LIBERTAD,OTUZCO,MACHE,100.0,98.4,1,49,12,1.6,79.0,19.4,14,29,19,22.6,46.8,30.6
130611,LA LIBERTAD,OTUZCO,SALPO,100.0,97.3,5,43,25,6.8,58.9,34.2,11,37,25,15.1,50.7,34.2
130613,LA LIBERTAD,OTUZCO,SINSICAP,100.0,94.2,26,127,24,14.7,71.8,13.6,77,76,24,43.5,42.9,13.6
130614,LA LIBERTAD,OTUZCO,USQUIL,100.0,98.0,71,446,210,9.8,61.3,28.9,224,278,225,30.8,38.2,30.9
130701,LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,100.0,98.2,1,79,190,0.4,29.3,70.4,16,99,155,5.9,36.7,57.4
130702,LA LIBERTAD,PACASMAYO,GUADALUPE,100.0,98.3,19,327,461,2.4,40.5,57.1,131,329,347,16.2,40.8,43.0
130703,LA LIBERTAD,PACASMAYO,JEQUETEPEQUE,100.0,100.0,4,37,50,4.4,40.7,54.9,28,28,35,30.8,30.8,38.5
130704,LA LIBERTAD,PACASMAYO,PACASMAYO,100.0,97.5,4,233,228,0.9,50.1,49.0,100,194,171,21.5,41.7,36.8
130705,LA LIBERTAD,PACASMAYO,SAN JOSE,100.0,96.8,4,113,91,1.9,54.3,43.8,48,91,69,23.1,43.8,33.2
130801,LA LIBERTAD,PATAZ,TAYABAMBA,100.0,93.8,63,258,88,15.4,63.1,21.5,152,154,103,37.2,37.7,25.2
130802,LA LIBERTAD,PATAZ,BULDIBUYO,100.0,92.1,27,78,12,23.1,66.7,10.3,76,30,11,65.0,25.6,9.4
130803,LA LIBERTAD,PATAZ,CHILLIA,100.0,96.8,89,340,72,17.8,67.9,14.4,217,205,79,43.3,40.9,15.8
130804,LA LIBERTAD,PATAZ,HUANCASPATA,100.0,96.1,37,143,19,18.6,71.9,9.5,81,79,39,40.7,39.7,19.6
130805,LA LIBERTAD,PATAZ,HUAYLILLAS,100.0,83.3,0,6,9,0.0,40.0,60.0,0,5,10,0.0,33.3,66.7
130806,LA LIBERTAD,PATAZ,HUAYO,100.0,91.2,21,76,7,20.2,73.1,6.7,60,34,10,57.7,32.7,9.6
130807,LA LIBERTAD,PATAZ,ONGON,100.0,100.0,1,12,2,6.7,80.0,13.3,1,10,4,6.7,66.7,26.7
130808,LA LIBERTAD,PATAZ,PARCOY,100.0,95.1,47,289,128,10.1,62.3,27.6,188,165,111,40.5,35.6,23.9
130809,LA LIBERTAD,PATAZ,PATAZ,100.0,94.4,29,180,63,10.7,66.2,23.2,128,100,44,47.1,36.8,16.2
130810,LA LIBERTAD,PATAZ,PIAS,100.0,95.7,6,23,16,13.3,51.1,35.6,20,11,14,44.4,24.4,31.1
130811,LA LIBERTAD,PATAZ,SANTIAGO DE CHALLAS,100.0,100.0,18,39,2,30.5,66.1,3.4,40,16,3,67.8,27.1,5.1
130812,LA LIBERTAD,PATAZ,TAURIJA,100.0,94.7,10,39,22,14.1,54.9,31.0,23,22,26,32.4,31.0,36.6
130813,LA LIBERTAD,PATAZ,URPAY,100.0,91.9,10,43,4,17.5,75.4,7.0,32,20,5,56.1,35.1,8.8
130901,LA LIBERTAD,SÁNCHEZ CARRIÓN,HUAMACHUCO,98.3,90.2,139,732,768,8.5,44.7,46.9,390,483,765,23.8,29.5,46.7
130902,LA LIBERTAD,SÁNCHEZ CARRIÓN,CHUGAY,100.0,97.7,93,304,107,18.5,60.3,21.2,234,182,88,46.4,36.1,17.5
130903,LA LIBERTAD,SÁNCHEZ CARRIÓN,COCHORCO,100.0,97.8,76,215,15,24.8,70.3,4.9,179,105,22,58.5,34.3,7.2
130904,LA LIBERTAD,SÁNCHEZ CARRIÓN,CURGOS,100.0,98.2,15,115,35,9.1,69.7,21.2,66,52,47,40.0,31.5,28.5
130905,LA LIBERTAD,SÁNCHEZ CARRIÓN,MARCABAL,100.0,97.3,59,253,42,16.7,71.5,11.9,162,142,50,45.8,40.1,14.1
130906,LA LIBERTAD,SÁNCHEZ CARRIÓN,SANAGORAN,100.0,95.1,107,315,58,22.3,65.6,12.1,278,142,60,57.9,29.6,12.5
130907,LA LIBERTAD,SÁNCHEZ CARRIÓN,SARIN,100.0,96.1,42,137,68,17.0,55.5,27.5,99,71,77,40.1,28.7,31.2
130908,LA LIBERTAD,SÁNCHEZ CARRIÓN,SARTIMBAMBA,100.0,86.6,104,282,40,24.4,66.2,9.4,211,156,59,49.5,36.6,13.8
