"Resultados a nivel de distrito, de la Evaluación Censal de Estudiantes 2016 - Segundo grado de secundaria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Comprensión Lectora,,,,,,,,Matemática,,,,,,,,HGE,,,,,,,
CODGEO,REGION,PROVINCIA,DISTRITO,Cobertura ie,Cobertura estudiantes,N° Estud. Previo al inicio,N° Estud.      En inicio,N° Estud. En proceso,N° Estud. Satisfactorio,% Previo al inicio,% En inicio,% En proceso,% Satisfactorio,N° Estud. Previo al inicio,N° Estud.      En inicio,N° Estud. En proceso,N° Estud. Satisfactorio,% Previo al inicio,% En inicio,% En proceso,% Satisfactorio,N° Estud. Previo al inicio,N° Estud.      En inicio,N° Estud. En proceso,N° Estud. Satisfactorio,% Previo al inicio,% En inicio,% En proceso,% Satisfactorio
020702,Ancash,Carlos Fermin Fitzcarrald,San Nicolas,100.0,97.7,52,24,10,0,60.5,27.9,11.6,.0,63,19,3,1,73.3,22.1,3.5,1.2,51,20,13,2,59.0,23.3,15.4,2.3
020703,Ancash,Carlos Fermin Fitzcarrald,Yauya,100.0,100.0,74,32,9,4,62.2,26.9,7.6,3.4,78,29,8,4,65.5,24.4,6.7,3.4,74,30,12,2,62.5,25.5,10.2,1.7
020801,Ancash,Casma,Casma,100.0,97.0,92,242,176,98,15.2,39.8,28.9,16.1,187,247,97,77,30.8,40.7,15.9,12.6,123,172,230,83,20.2,28.2,37.9,13.6
020802,Ancash,Casma,Buena Vista Alta,100.0,96.4,18,23,10,4,32.1,41.6,18.7,7.5,20,24,9,2,35.7,43.7,16.9,3.7,11,18,20,6,20.8,32.1,35.7,11.4
020803,Ancash,Casma,Comandante Noel,100.0,100.0,1,4,3,0,12.5,50.0,37.5,.0,4,4,0,0,50.0,50.0,.0,.0,2,5,0,1,25.0,62.5,.0,12.5
020804,Ancash,Casma,Yautan,100.0,94.7,46,75,26,3,30.7,49.8,17.4,2.1,73,64,11,3,48.1,42.4,7.2,2.3,45,57,38,11,29.8,38.0,25.0,7.1
020901,Ancash,Corongo,Corongo,100.0,100.0,9,17,5,3,26.5,50.0,14.7,8.8,15,11,4,4,44.1,32.4,11.8,11.8,11,9,11,3,32.4,26.5,32.4,8.8
020902,Ancash,Corongo,Aco,100.0,100.0,1,2,2,0,20.0,40.0,40.0,.0,1,3,0,1,20.0,60.0,.0,20.0,1,2,2,0,20.0,40.0,40.0,.0
020903,Ancash,Corongo,Bambas,100.0,100.0,3,3,3,0,33.3,33.3,33.3,.0,5,4,0,0,55.6,44.4,.0,.0,3,4,1,1,33.3,44.4,11.1,11.1
020904,Ancash,Corongo,Cusca,100.0,98.3,15,39,6,0,25.3,64.4,10.2,.0,27,21,10,2,44.3,35.6,16.8,3.3,14,22,18,5,23.6,37.4,30.7,8.3
020905,Ancash,Corongo,La Pampa,100.0,100.0,8,8,5,0,38.1,38.1,23.8,.0,9,8,3,1,42.9,38.1,14.3,4.8,3,7,9,2,14.3,33.3,42.9,9.5
020906,Ancash,Corongo,Yanac,100.0,83.3,1,2,2,0,20.0,40.0,40.0,.0,4,1,1,0,60.0,20.0,20.0,.0,1,2,2,0,20.0,40.0,40.0,.0
021001,Ancash,Huari,Huari,100.0,99.2,75,97,45,26,31.0,39.9,18.5,10.6,101,81,30,30,41.9,33.6,12.2,12.2,73,82,66,20,30.2,34.0,27.4,8.4
021002,Ancash,Huari,Anra,100.0,100.0,10,25,6,1,24.2,58.6,14.7,2.5,23,13,4,1,56.0,31.7,9.9,2.5,15,15,10,1,36.6,36.4,24.6,2.5
021003,Ancash,Huari,Cajay,100.0,92.9,30,7,1,3,72.3,17.6,2.5,7.6,33,4,3,1,79.7,10.2,7.6,2.5,23,13,3,3,53.9,30.7,7.8,7.6
021004,Ancash,Huari,Chavin de Huantar,100.0,98.5,103,70,23,8,50.4,34.5,11.1,4.0,107,67,16,13,52.3,33.1,8.0,6.6,94,51,42,17,46.1,25.2,20.7,8.1
021005,Ancash,Huari,Huacachi,100.0,98.1,36,16,0,0,69.1,30.9,.0,.0,34,16,2,0,65.3,30.9,3.8,.0,35,13,4,0,66.9,25.4,7.7,.0
021006,Ancash,Huari,Huacchis,100.0,97.4,13,20,5,0,34.3,52.6,13.1,.0,21,16,1,1,54.8,39.9,2.6,2.7,15,11,11,1,38.9,29.2,29.2,2.7
021007,Ancash,Huari,Huachis,100.0,100.0,21,13,6,2,49.1,31.5,14.6,4.8,21,15,5,1,49.4,36.0,12.2,2.4,17,16,9,0,40.4,37.3,22.3,.0
021008,Ancash,Huari,Huantar,100.0,100.0,13,21,9,2,28.9,46.7,20.0,4.4,26,14,2,3,57.8,31.1,4.4,6.7,18,13,10,4,40.0,28.9,22.2,8.9
021009,Ancash,Huari,Masin,100.0,100.0,7,8,4,0,36.8,42.1,21.1,.0,15,4,1,0,73.7,21.1,5.3,.0,7,6,4,2,36.8,31.6,21.1,10.5
021010,Ancash,Huari,Paucas,100.0,97.1,13,18,2,1,39.3,51.6,6.2,2.9,21,10,0,3,60.7,30.3,.0,9.0,14,12,4,3,42.2,36.3,12.2,9.3
021011,Ancash,Huari,Ponto,100.0,100.0,42,20,3,1,63.6,30.3,4.5,1.5,48,15,2,1,72.7,22.7,3.0,1.5,35,24,6,1,53.0,36.4,9.1,1.5
021012,Ancash,Huari,Rahuapampa,100.0,100.0,6,9,4,3,27.3,40.9,18.2,13.6,4,12,4,2,18.2,54.5,18.2,9.1,6,3,7,6,27.3,13.6,31.8,27.3
021013,Ancash,Huari,Rapayan,100.0,100.0,21,12,3,0,58.3,33.3,8.3,.0,29,6,1,0,80.6,16.7,2.8,.0,19,11,5,1,52.8,30.6,13.9,2.8
021014,Ancash,Huari,San Marcos,100.0,99.6,129,95,34,7,48.7,35.8,12.9,2.7,163,72,22,8,61.6,27.0,8.4,3.0,127,76,52,10,47.8,28.8,19.5,3.9
021015,Ancash,Huari,San Pedro de Chana,100.0,98.5,41,24,0,3,59.7,35.8,.0,4.5,54,11,1,2,79.1,16.5,1.5,3.0,43,19,3,3,62.6,28.4,4.5,4.5
021016,Ancash,Huari,Uco,100.0,100.0,8,14,7,1,26.7,46.7,23.3,3.3,13,6,8,3,43.3,20.0,26.7,10.0,6,11,10,3,20.0,36.7,33.3,10.0
021101,Ancash,Huarmey,Huarmey,100.0,98.0,58,202,125,70,12.8,44.3,27.5,15.3,133,214,65,44,29.1,46.9,14.4,9.6,86,117,196,56,18.9,25.6,43.0,12.4
021102,Ancash,Huarmey,Cochapeti,100.0,100.0,9,3,0,0,75.0,25.0,.0,.0,9,3,0,0,75.0,25.0,.0,.0,8,2,2,0,63.6,18.2,18.2,.0
021103,Ancash,Huarmey,Culebras,100.0,85.0,9,6,5,0,43.8,31.3,25.0,.0,11,9,0,0,56.3,43.8,.0,.0,5,9,5,1,23.5,47.1,23.5,5.9
021104,Ancash,Huarmey,Huayan,100.0,100.0,5,13,8,2,17.9,46.4,28.6,7.1,11,8,7,2,39.3,28.6,25.0,7.1,6,8,13,1,21.4,28.6,46.4,3.6
021201,Ancash,Huaylas,Caraz,100.0,96.5,118,203,132,58,23.2,39.6,25.9,11.3,158,225,81,46,31.0,44.1,15.8,9.1,85,154,197,75,16.6,30.2,38.5,14.7
021202,Ancash,Huaylas,Huallanca,100.0,100.0,4,5,2,0,36.4,45.5,18.2,.0,8,3,0,0,72.7,27.3,.0,.0,2,5,3,1,18.2,45.5,27.3,9.1
021203,Ancash,Huaylas,Huata,100.0,94.9,25,14,0,0,63.9,36.1,.0,.0,35,4,0,0,89.4,10.6,.0,.0,23,11,5,0,59.1,27.0,13.8,.0
021204,Ancash,Huaylas,Huaylas,100.0,100.0,3,15,6,0,12.5,62.5,25.0,.0,10,11,2,1,41.7,45.8,8.3,4.2,3,10,10,1,12.5,41.7,41.7,4.2
021205,Ancash,Huaylas,Mato,100.0,100.0,17,15,3,1,47.2,41.7,8.3,2.8,26,8,2,0,72.2,22.2,5.6,.0,15,10,9,2,41.7,27.8,25.0,5.6
021206,Ancash,Huaylas,Pamparomas,100.0,93.8,159,55,10,2,70.4,24.4,4.2,1.0,178,44,3,1,78.7,19.4,1.4,.5,124,73,28,1,54.7,32.3,12.6,.4
021207,Ancash,Huaylas,Pueblo Libre,100.0,98.1,86,62,9,3,53.5,39.0,5.6,1.9,97,49,11,2,60.9,30.9,6.9,1.3,75,50,32,3,47.1,31.2,19.7,1.9
021208,Ancash,Huaylas,Santa Cruz,100.0,96.4,60,45,5,1,54.1,40.1,4.7,1.1,85,20,2,3,77.0,18.1,2.0,2.9,63,25,19,4,56.5,22.7,17.0,3.9
021209,Ancash,Huaylas,Santo Toribio,100.0,93.1,12,12,4,1,42.9,39.8,13.8,3.4,19,7,1,2,64.3,24.8,3.4,7.5,9,10,8,2,31.3,33.5,28.2,6.9
021210,Ancash,Huaylas,Yuracmarca,100.0,96.1,25,19,5,1,50.0,38.2,9.8,2.0,30,16,4,0,59.8,32.4,7.8,.0,21,17,13,0,41.2,33.0,25.8,.0
021301,Ancash,Mariscal Luzuriaga,Piscobamba,100.0,100.0,17,30,13,3,26.9,48.5,20.5,4.1,22,29,7,4,35.1,46.2,11.7,7.0,15,18,23,6,24.6,29.2,36.8,9.4
021302,Ancash,Mariscal Luzuriaga,Casca,100.0,98.9,71,15,4,1,77.6,16.7,4.5,1.1,79,10,2,0,86.6,11.2,2.3,.0,60,22,10,0,65.6,23.9,10.5,.0
021303,Ancash,Mariscal Luzuriaga,Eleazar Guzman Barron,100.0,92.3,23,3,0,0,87.7,12.3,.0,.0,26,0,0,0,100.0,.0,.0,.0,23,3,0,0,88.1,11.9,.0,.0
021304,Ancash,Mariscal Luzuriaga,Fidel Olivas Escudero,100.0,100.0,28,12,0,0,70.0,30.0,.0,.0,34,6,0,0,85.0,15.0,.0,.0,28,8,4,0,70.0,20.0,10.0,.0
021305,Ancash,Mariscal Luzuriaga,Llama,100.0,100.0,11,13,1,1,42.3,50.0,3.8,3.8,19,5,0,2,73.1,19.2,.0,7.7,9,10,6,1,34.6,38.5,23.1,3.8
021306,Ancash,Mariscal Luzuriaga,Llumpa,100.0,99.4,106,49,9,0,64.5,30.0,5.5,.0,135,25,4,0,82.3,15.3,2.5,.0,117,38,9,0,71.3,23.2,5.5,.0
021307,Ancash,Mariscal Luzuriaga,Lucma,100.0,100.0,57,13,3,0,78.1,17.8,4.1,.0,65,6,2,0,89.0,8.2,2.7,.0,45,22,5,1,61.9,29.7,7.0,1.4
021308,Ancash,Mariscal Luzuriaga,Musga,100.0,100.0,6,3,1,0,60.0,30.0,10.0,.0,10,0,0,0,100.0,.0,.0,.0,7,0,2,1,70.0,.0,20.0,10.0
021401,Ancash,Ocros,Ocros,100.0,100.0,3,11,2,0,18.8,68.8,12.5,.0,9,7,0,0,56.3,43.8,.0,.0,5,6,4,1,31.3,37.5,25.0,6.3
021402,Ancash,Ocros,Acas,100.0,100.0,0,4,2,0,.0,66.7,33.3,.0,1,3,1,1,16.7,50.0,16.7,16.7,0,5,0,1,.0,83.3,.0,16.7
021405,Ancash,Ocros,Cochas,100.0,83.3,2,6,2,1,20.0,50.0,20.0,10.0,5,5,1,1,40.0,40.0,10.0,10.0,6,1,5,0,50.0,10.0,40.0,.0
021406,Ancash,Ocros,Congas,100.0,94.1,7,6,1,2,43.8,37.5,6.3,12.5,7,8,1,0,43.8,50.0,6.3,.0,4,6,4,2,25.0,37.5,25.0,12.5
021408,Ancash,Ocros,San Cristobal de Rajan,100.0,80.0,1,2,1,0,25.0,50.0,25.0,.0,1,4,0,0,25.0,75.0,.0,.0,0,3,1,1,.0,50.0,25.0,25.0
021409,Ancash,Ocros,San Pedro,100.0,87.5,1,3,2,1,14.3,42.9,28.6,14.3,3,2,1,1,42.9,28.6,14.3,14.3,1,1,5,1,14.3,14.3,57.1,14.3
021410,Ancash,Ocros,Santiago de Chilcas,100.0,100.0,1,3,1,0,20.0,60.0,20.0,.0,1,3,1,0,20.0,60.0,20.0,.0,1,2,2,0,20.0,40.0,40.0,.0
021501,Ancash,Pallasca,Cabana,100.0,100.0,16,17,9,3,35.6,37.8,20.0,6.7,15,18,8,4,33.3,40.0,17.8,8.9,11,13,15,6,24.4,28.9,33.3,13.3
021502,Ancash,Pallasca,Bolognesi,100.0,94.1,15,13,6,0,43.6,37.3,19.1,.0,16,13,2,2,48.5,39.3,6.1,6.1,15,13,5,1,44.7,36.9,15.3,3.1
021503,Ancash,Pallasca,Conchucos,100.0,92.0,74,105,28,4,35.1,49.7,13.1,2.1,104,78,23,6,49.2,36.8,11.0,3.1,88,62,48,14,41.6,29.0,22.8,6.6
021504,Ancash,Pallasca,Huacaschuque,100.0,100.0,2,10,0,1,15.4,76.9,.0,7.7,2,8,3,0,15.4,61.5,23.1,.0,4,3,6,0,30.8,23.1,46.2,.0
021505,Ancash,Pallasca,Huandoval,100.0,100.0,3,7,2,3,20.0,46.7,13.3,20.0,6,5,1,3,40.0,33.3,6.7,20.0,3,4,5,3,20.0,26.7,33.3,20.0
021506,Ancash,Pallasca,Lacabamba,100.0,100.0,1,5,1,0,14.3,71.4,14.3,.0,4,3,0,0,57.1,42.9,.0,.0,0,5,2,0,.0,71.4,28.6,.0
021507,Ancash,Pallasca,Llapo,100.0,94.7,3,11,4,1,16.7,55.6,22.2,5.6,7,9,1,1,38.9,50.0,5.6,5.6,3,2,11,3,16.7,11.1,55.6,16.7
021508,Ancash,Pallasca,Pallasca,100.0,100.0,12,21,4,5,28.6,50.0,9.5,11.9,14,21,4,3,33.3,50.0,9.5,7.1,7,24,7,4,16.7,57.1,16.7,9.5
021509,Ancash,Pallasca,Pampas,100.0,98.9,20,38,24,7,22.8,42.8,26.7,7.8,30,42,14,4,32.9,47.0,15.6,4.4,20,25,32,12,22.6,28.2,35.9,13.3
021510,Ancash,Pallasca,Santa Rosa,100.0,100.0,2,4,2,3,18.2,36.4,18.2,27.3,1,5,5,0,9.1,45.5,45.5,.0,1,3,3,4,9.1,27.3,27.3,36.4
021511,Ancash,Pallasca,Tauca,100.0,98.2,23,21,10,2,40.2,38.1,18.1,3.6,30,14,8,4,53.0,25.5,14.4,7.2,18,15,17,5,32.9,27.3,30.9,8.9
021601,Ancash,Pomabamba,Pomabamba,100.0,98.7,237,90,41,3,63.8,24.2,11.2,.8,270,63,29,10,72.5,16.9,7.9,2.7,203,96,57,15,54.5,25.9,15.4,4.2
021602,Ancash,Pomabamba,Huayllan,100.0,98.6,52,18,2,1,71.1,24.8,2.7,1.4,66,7,0,0,90.4,9.6,.0,.0,47,18,6,2,64.1,24.8,8.3,2.7
021603,Ancash,Pomabamba,Parobamba,100.0,97.2,145,25,9,1,80.6,13.8,5.0,.6,152,22,6,0,84.6,12.1,3.3,.0,122,39,19,1,67.8,21.4,10.3,.6
021604,Ancash,Pomabamba,Quinuabamba,100.0,82.5,46,11,0,0,80.9,19.1,.0,.0,50,6,1,0,87.7,10.3,2.1,.0,39,17,1,0,68.6,29.3,2.1,.0
021701,Ancash,Recuay,Recuay,100.0,97.2,10,31,26,4,14.2,43.3,36.7,5.8,23,32,6,9,33.1,45.1,8.5,13.4,14,22,29,6,19.0,30.7,41.4,8.9
021702,Ancash,Recuay,Catac,100.0,96.5,19,42,15,11,22.1,48.4,17.2,12.3,25,32,19,11,28.5,37.1,22.1,12.3,19,28,29,10,22.5,32.5,33.9,11.2
021703,Ancash,Recuay,Cotaparaco,100.0,100.0,5,2,2,0,55.6,22.2,22.2,.0,7,1,1,0,77.8,11.1,11.1,.0,4,3,2,0,44.4,33.3,22.2,.0
021704,Ancash,Recuay,Huayllapampa,100.0,100.0,3,8,1,1,25.0,58.3,8.3,8.3,6,3,3,0,50.0,25.0,25.0,.0,2,3,6,1,16.7,25.0,50.0,8.3
021705,Ancash,Recuay,Llacllin,100.0,91.7,2,15,4,2,8.9,64.3,17.9,8.9,9,11,2,2,35.7,46.4,8.9,8.9,7,9,7,2,27.4,36.3,28.0,8.3
021706,Ancash,Recuay,Marca,100.0,81.8,0,6,5,0,.0,55.6,44.4,.0,1,5,5,0,11.1,44.4,44.4,.0,0,6,2,2,.0,55.6,22.2,22.2
021707,Ancash,Recuay,Pampas Chico,100.0,90.9,2,7,2,0,20.0,60.0,20.0,.0,4,7,0,0,40.0,60.0,.0,.0,4,2,5,0,33.3,22.2,44.4,.0
021708,Ancash,Recuay,Pararin,100.0,91.3,5,13,4,0,23.9,56.5,19.6,.0,13,9,1,0,57.2,37.7,5.1,.0,4,8,10,1,18.1,34.1,43.5,4.3
021709,Ancash,Recuay,Tapacocha,100.0,100.0,3,2,3,0,37.5,25.0,37.5,.0,4,3,1,0,50.0,37.5,12.5,.0,2,1,4,1,25.0,12.5,50.0,12.5
021710,Ancash,Recuay,Ticapampa,100.0,100.0,4,21,10,3,11.0,56.0,25.1,7.9,5,17,11,5,12.0,44.5,29.9,13.6,4,11,18,5,10.5,28.2,47.6,13.6
021801,Ancash,Santa,Chimbote,100.0,96.1,324,1185,1047,506,10.6,38.7,34.2,16.5,740,1354,598,370,24.2,44.2,19.5,12.1,522,870,1185,486,17.0,28.4,38.7,15.9
021802,Ancash,Santa,Caceres Del Peru,100.0,97.3,22,35,11,4,30.5,48.1,15.5,5.9,40,26,4,3,54.5,35.5,5.6,4.4,22,25,17,9,30.0,34.8,23.0,12.2
021803,Ancash,Santa,Coishco,100.0,91.0,36,94,58,13,18.0,46.6,28.8,6.6,53,91,41,17,26.1,45.3,20.2,8.3,59,63,68,10,29.6,31.6,33.6,5.2
021804,Ancash,Santa,Macate,100.0,98.1,24,23,7,0,44.3,42.2,13.5,.0,37,12,5,0,67.7,22.9,9.4,.0,18,19,15,2,32.7,34.6,28.6,4.1
021805,Ancash,Santa,Moro,100.0,95.8,45,70,23,4,31.6,49.3,16.2,2.9,67,61,12,2,47.1,43.2,8.2,1.5,59,41,35,7,41.5,29.0,24.4,5.1
021806,Ancash,Santa,Nepeña,100.0,96.8,29,101,71,19,13.4,45.9,32.2,8.5,66,106,40,7,30.2,48.3,18.2,3.4,45,62,89,24,20.3,28.3,40.4,11.0
021807,Ancash,Santa,Samanco,100.0,96.0,9,17,21,3,18.7,33.5,41.7,6.1,11,28,6,4,22.9,56.3,12.4,8.4,11,13,21,4,22.2,26.7,42.2,8.9
021808,Ancash,Santa,Santa,100.0,94.9,104,281,176,69,16.5,44.5,28.0,11.0,162,306,103,59,25.8,48.5,16.3,9.4,131,192,227,79,20.8,30.5,36.1,12.6
021809,Ancash,Santa,Nuevo Chimbote,100.0,96.2,198,851,914,482,8.1,34.8,37.4,19.7,452,1053,558,383,18.5,43.1,22.8,15.7,384,627,937,498,15.7,25.6,38.3,20.4
021901,Ancash,Sihuas,Sihuas,100.0,98.9,31,85,42,16,17.5,49.1,24.0,9.4,57,66,34,17,32.8,38.0,19.3,9.9,32,58,68,16,18.1,33.3,39.2,9.4
021902,Ancash,Sihuas,Acobamba,100.0,85.1,18,21,7,1,37.5,45.0,15.0,2.5,22,19,2,4,47.5,40.0,5.0,7.5,20,19,7,1,42.5,40.0,15.0,2.5
021903,Ancash,Sihuas,Alfonso Ugarte,100.0,93.3,12,3,0,0,78.6,21.4,.0,.0,13,2,0,0,85.7,14.3,.0,.0,9,1,5,0,57.1,7.1,35.7,.0
021904,Ancash,Sihuas,Cashapampa,100.0,98.1,26,24,2,0,50.0,46.1,3.9,.0,17,28,5,3,32.5,52.0,9.7,5.8,14,28,11,0,26.8,51.9,21.3,.0
021905,Ancash,Sihuas,Chingalpo,100.0,94.1,3,11,3,0,18.8,62.5,18.8,.0,7,7,2,0,43.8,43.8,12.5,.0,3,3,9,1,20.0,20.0,53.3,6.7
021906,Ancash,Sihuas,Huayllabamba,100.0,100.0,46,52,7,0,43.8,49.5,6.7,.0,67,33,4,1,63.8,31.4,3.8,1.0,43,36,22,4,41.0,34.3,21.0,3.8
021907,Ancash,Sihuas,Quiches,100.0,98.6,38,27,6,2,51.6,37.1,8.4,2.8,50,20,1,2,68.9,26.8,1.4,2.8,33,24,13,3,44.9,32.5,18.4,4.2
021908,Ancash,Sihuas,Ragash,100.0,94.9,27,29,2,1,45.7,48.8,3.7,1.8,28,27,3,1,47.6,45.1,5.5,1.8,19,23,13,4,32.0,39.2,21.5,7.3
021909,Ancash,Sihuas,San Juan,100.0,89.0,129,33,1,1,78.6,20.2,.6,.6,135,25,3,1,82.4,15.2,1.8,.6,104,45,14,1,63.6,27.3,8.4,.6
021910,Ancash,Sihuas,Sicsibamba,100.0,100.0,35,14,0,1,70.0,28.0,.0,2.0,42,8,0,0,84.0,16.0,.0,.0,24,19,6,1,48.0,38.0,12.0,2.0
022001,Ancash,Yungay,Yungay,100.0,99.0,91,180,103,36,22.3,43.8,25.1,8.8,146,167,51,46,35.7,40.8,12.4,11.2,76,129,156,50,18.4,31.5,37.9,12.1
022002,Ancash,Yungay,Cascapara,100.0,100.0,36,13,4,0,67.9,24.5,7.5,.0,41,9,3,0,77.4,17.0,5.7,.0,27,18,7,1,50.9,34.0,13.2,1.9
022003,Ancash,Yungay,Mancos,100.0,99.3,50,64,22,5,35.5,45.4,15.5,3.6,72,57,9,4,50.4,40.4,6.4,2.8,44,34,59,5,31.0,23.7,41.7,3.6
022004,Ancash,Yungay,Matacoto,100.0,100.0,13,15,2,1,41.9,48.4,6.5,3.2,12,14,5,0,38.7,45.2,16.1,.0,11,10,8,2,35.5,32.3,25.8,6.5
022005,Ancash,Yungay,Quillo,100.0,98.1,199,59,5,3,74.7,22.2,1.9,1.2,198,61,3,4,74.4,22.9,1.2,1.5,191,61,13,1,71.8,22.9,4.9,.4
022006,Ancash,Yungay,Ranrahirca,100.0,91.7,9,28,9,2,18.2,59.2,18.2,4.5,16,23,7,2,33.9,47.8,13.7,4.7,7,16,21,4,13.9,32.8,44.1,9.2
022007,Ancash,Yungay,Shupluy,100.0,93.3,12,3,0,0,80.0,20.0,.0,.0,15,0,0,0,100.0,.0,.0,.0,13,1,1,0,86.7,6.7,6.7,.0
022008,Ancash,Yungay,Yanama,100.0,96.8,74,65,15,3,47.1,41.2,9.7,2.0,96,47,8,6,60.9,30.1,5.1,3.9,67,57,24,9,42.4,36.2,15.6,5.9
030101,Apurimac,Abancay,Abancay,100.0,97.8,308,554,422,201,20.7,37.3,28.4,13.5,487,559,259,180,32.8,37.7,17.4,12.1,315,395,551,224,21.2,26.6,37.1,15.1
030102,Apurimac,Abancay,Chacoche,100.0,96.6,12,14,2,0,42.9,50.0,7.1,.0,18,10,1,0,60.7,35.7,3.6,.0,10,12,6,0,35.7,42.9,21.4,.0
030103,Apurimac,Abancay,Circa,100.0,100.0,9,7,4,0,45.0,35.0,20.0,.0,14,5,1,0,70.0,25.0,5.0,.0,8,5,4,3,40.0,25.0,20.0,15.0
030104,Apurimac,Abancay,Curahuasi,100.0,95.7,203,138,37,12,52.0,35.3,9.5,3.2,255,97,27,12,65.2,24.9,6.8,3.1,154,126,82,29,39.5,32.3,20.9,7.3
030105,Apurimac,Abancay,Huanipaca,100.0,98.1,22,21,9,1,41.3,39.2,17.6,2.0,24,23,5,1,45.2,43.1,9.8,2.0,22,13,15,4,40.3,24.0,27.9,7.8
030106,Apurimac,Abancay,Lambrama,100.0,97.1,20,10,3,1,59.6,28.3,9.1,3.0,25,8,1,0,73.2,22.8,3.9,.0,20,8,4,2,57.8,23.5,12.7,5.9
030107,Apurimac,Abancay,Pichirhua,100.0,100.0,26,9,4,0,66.7,23.1,10.3,.0,22,16,1,0,56.4,41.0,2.6,.0,16,15,7,1,41.0,38.5,17.9,2.6
030108,Apurimac,Abancay,San Pedro de Cachora,100.0,97.9,25,17,4,2,51.1,36.2,8.5,4.3,41,6,1,0,85.1,12.8,2.1,.0,22,17,7,1,46.8,36.2,14.9,2.1
030109,Apurimac,Abancay,Tamburco,100.0,92.5,25,23,3,1,47.9,43.8,6.5,1.9,35,16,1,1,65.8,30.4,1.9,1.9,15,25,11,2,27.9,46.8,21.5,3.8
030201,Apurimac,Andahuaylas,Andahuaylas,100.0,98.1,300,439,263,91,27.4,40.2,24.1,8.3,385,424,173,111,35.2,38.8,15.9,10.2,287,355,349,102,26.2,32.5,31.9,9.3
030202,Apurimac,Andahuaylas,Andarapa,100.0,99.1,74,26,7,2,67.7,23.8,6.6,1.9,84,22,0,3,77.4,19.8,.0,2.8,66,30,11,1,61.0,27.6,10.4,.9
030203,Apurimac,Andahuaylas,Chiara,100.0,87.5,15,0,1,0,93.8,.0,6.2,.0,15,1,0,0,93.8,6.2,.0,.0,12,4,0,0,77.7,22.3,.0,.0
030204,Apurimac,Andahuaylas,Huancarama,100.0,92.6,65,49,15,6,48.1,36.3,11.2,4.4,97,32,3,3,71.7,23.8,2.2,2.3,65,37,31,4,47.4,27.1,22.5,2.9
030205,Apurimac,Andahuaylas,Huancaray,100.0,96.5,51,28,6,1,59.4,32.1,7.2,1.2,64,20,1,1,74.3,23.2,1.2,1.2,46,27,12,1,53.6,31.6,13.6,1.2
030206,Apurimac,Andahuaylas,Huayana,100.0,100.0,10,4,0,0,69.2,30.8,.0,.0,13,1,0,0,92.3,7.7,.0,.0,10,2,2,0,69.2,15.4,15.4,.0
030207,Apurimac,Andahuaylas,Kishuara,100.0,92.4,96,32,2,1,73.5,24.1,1.5,.8,109,21,0,1,83.3,15.9,.0,.8,91,27,11,1,69.8,20.7,8.7,.8
030208,Apurimac,Andahuaylas,Pacobamba,100.0,98.3,26,28,4,0,45.4,47.4,7.1,.0,33,20,4,0,57.7,35.2,7.1,.0,26,20,10,1,45.5,35.0,17.7,1.8
030209,Apurimac,Andahuaylas,Pacucha,100.0,99.3,64,64,14,1,45.0,44.8,9.5,.7,90,38,13,2,62.8,26.9,8.8,1.6,55,43,41,4,38.3,29.9,28.8,3.0
030210,Apurimac,Andahuaylas,Pampachiri,100.0,92.3,27,24,1,0,52.7,45.3,2.1,.0,40,12,0,0,77.4,22.6,.0,.0,28,16,8,0,54.2,31.1,14.7,.0
030211,Apurimac,Andahuaylas,Pomacocha,100.0,100.0,7,5,3,1,43.8,31.3,18.8,6.3,7,6,3,0,43.8,37.5,18.8,.0,6,3,4,3,37.5,18.8,25.0,18.8
030212,Apurimac,Andahuaylas,San Antonio de Cachi,100.0,96.9,53,11,1,0,81.2,17.3,1.5,.0,62,3,0,0,95.4,4.6,.0,.0,40,21,4,0,61.8,31.9,6.3,.0
030213,Apurimac,Andahuaylas,San Jeronimo,100.0,99.2,159,162,56,14,40.6,41.4,14.3,3.7,189,145,37,20,48.3,37.1,9.4,5.2,160,124,81,25,41.0,31.7,20.7,6.5
030214,Apurimac,Andahuaylas,San Miguel de Chaccrampa,100.0,87.8,29,10,1,0,71.9,25.0,3.1,.0,36,3,3,0,87.5,6.2,6.2,.0,27,13,1,0,66.0,30.8,3.1,.0
030215,Apurimac,Andahuaylas,Santa Maria de Chicmo,100.0,97.7,115,50,5,1,67.2,29.1,3.0,.6,126,40,2,3,73.5,23.4,1.2,1.9,87,64,18,2,50.9,37.3,10.5,1.2
030216,Apurimac,Andahuaylas,Talavera,100.0,97.7,150,193,69,22,34.5,44.3,16.0,5.2,215,162,43,14,49.5,37.3,9.9,3.3,157,146,95,36,36.2,33.6,21.9,8.4
030217,Apurimac,Andahuaylas,Tumay Huaraca,100.0,97.3,27,9,1,0,72.1,24.7,3.1,.0,28,7,1,0,76.7,20.2,3.1,.0,21,11,4,1,55.5,30.1,11.2,3.1
030218,Apurimac,Andahuaylas,Turpo,100.0,100.0,36,17,5,1,61.0,28.8,8.5,1.7,37,18,3,1,62.7,30.5,5.1,1.7,29,20,9,1,49.2,33.9,15.3,1.7
